model,ablation,fold,subset,num_windows,accuracy,balanced_accuracy,macro_f1_present_classes,macro_f1_all_classes,present_classes,absent_classes,train_seconds,resumed_checkpoint,run_id,scope,paradigm,family,seed,representation,window_size_frames,balancing,fingerprint,source,pr_auc_status,event_metrics_status
random_shapelet_ridge,R0,3,test,1500,0.8426666666666667,0.49051987900744304,0.45056538079380415,0.45056538079380415,"[""alert"", ""fatigue"", ""distraction""]",[],1085.38855831,False,final__screening__shapelet__random_shapelet_ridge__r0__w60__fold_3__seed_42,screening,shapelet,classical,42,R0,60,none,a2441e45a9954a62604d6277ad05ae277bb5c66eff7ae7958b2aacc58cc28fee,new,pending_probability_support,pending_confirmation
random_shapelet_ridge,R0,4,validation,1125,0.7768888888888889,0.4198781291172596,0.40361340374621846,0.40361340374621846,"[""alert"", ""fatigue"", ""distraction""]",[],1628.7880926100006,False,final__screening__shapelet__random_shapelet_ridge__r0__w60__fold_4__seed_42,screening,shapelet,classical,42,R0,60,none,c960ff59a3b9a82d6b527b28ac705d82c718a2048ece4bad1f18fb1e88647de8,new,pending_probability_support,pending_confirmation
random_shapelet_ridge,R0,4,test,1095,0.6821917808219178,0.5112103039389396,0.5270332078201119,0.3513554718800746,"[""alert"", ""distraction""]","[""fatigue""]",1629.0526619659995,False,final__screening__shapelet__random_shapelet_ridge__r0__w60__fold_4__seed_42,screening,shapelet,classical,42,R0,60,none,c960ff59a3b9a82d6b527b28ac705d82c718a2048ece4bad1f18fb1e88647de8,new,pending_probability_support,pending_confirmation
minirocket_ridge,R0,1,validation,1194,0.7520938023450586,0.4131668939888118,0.3928125621148877,0.3928125621148877,"[""alert"", ""fatigue"", ""distraction""]",[],15.821005461000823,False,final__screening__transform__minirocket_ridge__r0__w30__fold_1__seed_42,screening,transform,classical,42,R0,30,none,259ea8b94eabb27cc3c4e56e23e7eef0c938576a1da4a6ef12bee4323f7b0987,new,pending_probability_support,pending_confirmation
minirocket_ridge,R0,1,test,1535,0.7368078175895766,0.5173015611257695,0.4798355173355173,0.4798355173355173,"[""alert"", ""fatigue"", ""distraction""]",[],16.07440571799998,False,final__screening__transform__minirocket_ridge__r0__w30__fold_1__seed_42,screening,transform,classical,42,R0,30,none,259ea8b94eabb27cc3c4e56e23e7eef0c938576a1da4a6ef12bee4323f7b0987,new,pending_probability_support,pending_confirmation
minirocket_ridge,R0,2,validation,1185,0.7611814345991561,0.41379350537333615,0.3617773873483903,0.3617773873483903,"[""alert"", ""fatigue"", ""distraction""]",[],2.1513912940008595,False,final__screening__transform__minirocket_ridge__r0__w30__fold_2__seed_42,screening,transform,classical,42,R0,30,none,579366aa35e140ccdff3873cf88da63e1af2c084ef44f57c0f75641e21b28c59,new,pending_probability_support,pending_confirmation
minirocket_ridge,R0,2,test,1875,0.8565333333333334,0.7673782450118001,0.7522578738384209,0.5015052492256139,"[""alert"", ""distraction""]","[""fatigue""]",2.447299762001421,False,final__screening__transform__minirocket_ridge__r0__w30__fold_2__seed_42,screening,transform,classical,42,R0,30,none,579366aa35e140ccdff3873cf88da63e1af2c084ef44f57c0f75641e21b28c59,new,pending_probability_support,pending_confirmation
minirocket_ridge,R0,3,validation,1158,0.7271157167530224,0.39779774208936236,0.3755122723673792,0.3755122723673792,"[""alert"", ""fatigue"", ""distraction""]",[],2.654824720999386,False,final__screening__transform__minirocket_ridge__r0__w30__fold_3__seed_42,screening,transform,classical,42,R0,30,none,f6321a4014b73db1e74fc322d6f83489bc422ffa885b17173f0e946e3add3e85,new,pending_probability_support,pending_confirmation
minirocket_ridge,R0,3,test,1513,0.8473231989424983,0.4732586483133529,0.4308239762313452,0.4308239762313452,"[""alert"", ""fatigue"", ""distraction""]",[],2.9070170969989704,False,final__screening__transform__minirocket_ridge__r0__w30__fold_3__seed_42,screening,transform,classical,42,R0,30,none,f6321a4014b73db1e74fc322d6f83489bc422ffa885b17173f0e946e3add3e85,new,pending_probability_support,pending_confirmation
minirocket_ridge,R0,4,validation,1137,0.7748460861917327,0.4446333009201379,0.4049162649419984,0.4049162649419984,"[""alert"", ""fatigue"", ""distraction""]",[],3.5613877949999733,False,final__screening__transform__minirocket_ridge__r0__w30__fold_4__seed_42,screening,transform,classical,42,R0,30,none,da95bcf047f00cec34138d839fb7defe5314b4cc7248af8a5137b5507f7829ac,new,pending_probability_support,pending_confirmation
