run_id,scope,paradigm,family,phase,model,representation,window_size_frames,fold,seed,balancing,fingerprint,status,source,artifact,duration_seconds,updated_at,message
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_1__seed_42,historical,deep,temporal,historical,transformer,R0,150,1,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,12.699257600004785,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_2__seed_42,historical,deep,temporal,historical,transformer,R0,150,2,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,6.0448199000020395,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_3__seed_42,historical,deep,temporal,historical,transformer,R0,150,3,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,8.368622800000594,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_4__seed_42,historical,deep,temporal,historical,transformer,R0,150,4,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,7.096104100004595,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_b_class_weights_w60__lstm__r0__w60__fold_1__seed_42,historical,deep,temporal,historical,lstm,R0,60,1,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,3.3810958999965806,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_b_class_weights_w60__lstm__r0__w60__fold_2__seed_42,historical,deep,temporal,historical,lstm,R0,60,2,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,3.1360491999948863,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_b_class_weights_w60__lstm__r0__w60__fold_3__seed_42,historical,deep,temporal,historical,lstm,R0,60,3,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,3.9570870000025025,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,historical,deep,temporal,historical,lstm,R0,60,4,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,4.96416290000343,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_b_class_weights_w60__svm__r0__w60__fold_1__seed_42,historical,feature,classical,historical,svm,R0,60,1,42,class_weights,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_b_class_weights_w60__svm__r0__w60__fold_2__seed_42,historical,feature,classical,historical,svm,R0,60,2,42,class_weights,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_b_class_weights_w60__svm__r0__w60__fold_3__seed_42,historical,feature,classical,historical,svm,R0,60,3,42,class_weights,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_b_class_weights_w60__svm__r0__w60__fold_4__seed_42,historical,feature,classical,historical,svm,R0,60,4,42,class_weights,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_b_class_weights_w60__tcn__r0__w60__fold_1__seed_42,historical,deep,temporal,historical,tcn,R0,60,1,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,316.106775799999,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_b_class_weights_w60__tcn__r0__w60__fold_2__seed_42,historical,deep,temporal,historical,tcn,R0,60,2,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,284.21722659999796,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_b_class_weights_w60__tcn__r0__w60__fold_3__seed_42,historical,deep,temporal,historical,tcn,R0,60,3,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,301.0808567999993,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_b_class_weights_w60__tcn__r0__w60__fold_4__seed_42,historical,deep,temporal,historical,tcn,R0,60,4,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,339.59701619999396,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_1__seed_42,historical,deep,temporal,historical,transformer,R0,150,1,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,8.422492800003965,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_2__seed_42,historical,deep,temporal,historical,transformer,R0,150,2,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,5.8143874000015785,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_3__seed_42,historical,deep,temporal,historical,transformer,R0,150,3,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,9.686435399999027,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_4__seed_42,historical,deep,temporal,historical,transformer,R0,150,4,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,6.3104005999994115,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,historical,deep,temporal,historical,lstm,R0,60,1,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,3.908732700001565,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,historical,deep,temporal,historical,lstm,R0,60,2,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,3.14050309999584,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,historical,deep,temporal,historical,lstm,R0,60,3,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,4.261741499998607,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,historical,deep,temporal,historical,lstm,R0,60,4,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,4.546950799995102,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_c_weighted_sampling_w60__svm__r0__w60__fold_1__seed_42,historical,feature,classical,historical,svm,R0,60,1,42,weighted_sampling,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_c_weighted_sampling_w60__svm__r0__w60__fold_2__seed_42,historical,feature,classical,historical,svm,R0,60,2,42,weighted_sampling,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_c_weighted_sampling_w60__svm__r0__w60__fold_3__seed_42,historical,feature,classical,historical,svm,R0,60,3,42,weighted_sampling,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_c_weighted_sampling_w60__svm__r0__w60__fold_4__seed_42,historical,feature,classical,historical,svm,R0,60,4,42,weighted_sampling,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_1__seed_42,historical,deep,temporal,historical,tcn,R0,60,1,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,492.6108324000015,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_2__seed_42,historical,deep,temporal,historical,tcn,R0,60,2,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,384.96875049999653,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_3__seed_42,historical,deep,temporal,historical,tcn,R0,60,3,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,295.321285500002,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_4__seed_42,historical,deep,temporal,historical,tcn,R0,60,4,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,343.2228520999997,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_d_augmentation_w150__transformer__r0__w150__fold_1__seed_42,historical,deep,temporal,historical,transformer,R0,150,1,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,9.48191670000233,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_d_augmentation_w150__transformer__r0__w150__fold_2__seed_42,historical,deep,temporal,historical,transformer,R0,150,2,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,6.918999099994835,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_d_augmentation_w150__transformer__r0__w150__fold_3__seed_42,historical,deep,temporal,historical,transformer,R0,150,3,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,8.644642500003101,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_d_augmentation_w150__transformer__r0__w150__fold_4__seed_42,historical,deep,temporal,historical,transformer,R0,150,4,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,6.952083899996069,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_d_augmentation_w60__lstm__r0__w60__fold_1__seed_42,historical,deep,temporal,historical,lstm,R0,60,1,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,3.150101499995799,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_d_augmentation_w60__lstm__r0__w60__fold_2__seed_42,historical,deep,temporal,historical,lstm,R0,60,2,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,5.0971245000037015,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_d_augmentation_w60__lstm__r0__w60__fold_3__seed_42,historical,deep,temporal,historical,lstm,R0,60,3,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,5.257176399994933,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_d_augmentation_w60__lstm__r0__w60__fold_4__seed_42,historical,deep,temporal,historical,lstm,R0,60,4,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,4.93383310000354,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_d_augmentation_w60__svm__r0__w60__fold_1__seed_42,historical,feature,classical,historical,svm,R0,60,1,42,augmentation,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_d_augmentation_w60__svm__r0__w60__fold_2__seed_42,historical,feature,classical,historical,svm,R0,60,2,42,augmentation,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_d_augmentation_w60__svm__r0__w60__fold_3__seed_42,historical,feature,classical,historical,svm,R0,60,3,42,augmentation,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_d_augmentation_w60__svm__r0__w60__fold_4__seed_42,historical,feature,classical,historical,svm,R0,60,4,42,augmentation,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_d_augmentation_w60__tcn__r0__w60__fold_1__seed_42,historical,deep,temporal,historical,tcn,R0,60,1,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,413.76752439999836,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_d_augmentation_w60__tcn__r0__w60__fold_2__seed_42,historical,deep,temporal,historical,tcn,R0,60,2,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,317.13180219999776,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_d_augmentation_w60__tcn__r0__w60__fold_3__seed_42,historical,deep,temporal,historical,tcn,R0,60,3,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,348.36087089999637,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
G4__g4_d_augmentation_w60__tcn__r0__w60__fold_4__seed_42,historical,deep,temporal,historical,tcn,R0,60,4,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,350.9167377999984,2026-09-09T21:41:21+00:00,historical result imported; do not retrain
final__confirmation__lstm__r0__w60__class_weights__fold_1__seed_123,confirmation,deep,temporal,confirmation,lstm,R0,60,1,123,class_weights,1f9f7019cd13af63200f4539be056df36f5d685e1c18a54a2f8ad3a97bcb3b50,pending,new,,,2026-09-09T20:56:38+00:00,
final__confirmation__lstm__r0__w60__class_weights__fold_1__seed_2026,confirmation,deep,temporal,confirmation,lstm,R0,60,1,2026,class_weights,977e92186beebbc3958356e9bff145ecc03757c13393b2ffa8067da9046a23a8,pending,new,,,2026-09-09T20:56:38+00:00,
final__confirmation__lstm__r0__w60__class_weights__fold_1__seed_42,confirmation,deep,temporal,confirmation,lstm,R0,60,1,42,class_weights,c00add7d6d577f9b7851bdb5f74d7a71494903edcc7f89b1b333c855a923e56d,reused,reused,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_1__seed_42,,2026-09-09T21:41:21+00:00,historical compatible result
final__confirmation__lstm__r0__w60__class_weights__fold_1__seed_456,confirmation,deep,temporal,confirmation,lstm,R0,60,1,456,class_weights,8cb004b18f7e29d81a19c7fda327f167ada085a77a4d7bfd7d6ea6983ea0560e,pending,new,,,2026-09-09T20:56:38+00:00,
final__confirmation__lstm__r0__w60__class_weights__fold_1__seed_789,confirmation,deep,temporal,confirmation,lstm,R0,60,1,789,class_weights,224d751664b5b3b717acd26ae1712a3f253b29c808ab96980f62da8728b3dda2,pending,new,,,2026-09-09T20:56:38+00:00,
final__confirmation__lstm__r0__w60__class_weights__fold_2__seed_123,confirmation,deep,temporal,confirmation,lstm,R0,60,2,123,class_weights,96e575c86bf2957e629a1eb915cf692c1b04ba2a1cdbe5dccb03d296f07318c6,pending,new,,,2026-09-09T20:56:38+00:00,
final__confirmation__lstm__r0__w60__class_weights__fold_2__seed_2026,confirmation,deep,temporal,confirmation,lstm,R0,60,2,2026,class_weights,ed59225b9b9e417aa991ed3c8626a794909349f124c7020713546d2e48f01280,pending,new,,,2026-09-09T20:56:38+00:00,
final__confirmation__lstm__r0__w60__class_weights__fold_2__seed_42,confirmation,deep,temporal,confirmation,lstm,R0,60,2,42,class_weights,b313d6972e682269ee3637e57ce7c68d100647f6136d20ef11c8b35c0e9154b0,reused,reused,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_2__seed_42,,2026-09-09T21:41:21+00:00,historical compatible result
final__confirmation__lstm__r0__w60__class_weights__fold_2__seed_456,confirmation,deep,temporal,confirmation,lstm,R0,60,2,456,class_weights,565846bd920ff74e6b7ce22d0b2a3974659b0af8a0e9a30fdd795867e10f3282,pending,new,,,2026-09-09T20:56:38+00:00,
final__confirmation__lstm__r0__w60__class_weights__fold_2__seed_789,confirmation,deep,temporal,confirmation,lstm,R0,60,2,789,class_weights,11301929ec3581bdcc505fba289e9c902c11827c6991d6d454c22fa3e8ba2152,pending,new,,,2026-09-09T20:56:38+00:00,
final__confirmation__lstm__r0__w60__class_weights__fold_3__seed_123,confirmation,deep,temporal,confirmation,lstm,R0,60,3,123,class_weights,bba1ec6172b80a3a62a673957249f87672d5703ba732e6d9b3fc91807c42b334,pending,new,,,2026-09-09T20:56:38+00:00,
final__confirmation__lstm__r0__w60__class_weights__fold_3__seed_2026,confirmation,deep,temporal,confirmation,lstm,R0,60,3,2026,class_weights,3abe487cd47d117e2cbe062ae668a7f3d27b2604ab733e8d5efec7f5bc2c1bca,pending,new,,,2026-09-09T20:56:38+00:00,
final__confirmation__lstm__r0__w60__class_weights__fold_3__seed_42,confirmation,deep,temporal,confirmation,lstm,R0,60,3,42,class_weights,4145f57e3dcd429a846cc7d8da86de7dd56fb7398a3551615007282b6a49668e,reused,reused,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_3__seed_42,,2026-09-09T21:41:21+00:00,historical compatible result
final__confirmation__lstm__r0__w60__class_weights__fold_3__seed_456,confirmation,deep,temporal,confirmation,lstm,R0,60,3,456,class_weights,1942d47196d6f3da3e5aca4a7095c025a4778788996288200efbb7e506c743db,pending,new,,,2026-09-09T20:56:38+00:00,
final__confirmation__lstm__r0__w60__class_weights__fold_3__seed_789,confirmation,deep,temporal,confirmation,lstm,R0,60,3,789,class_weights,f7044e32cbf45f1fc113ada41cff5a1b359e5c51fb57cbb2743fdc27a561e1ef,pending,new,,,2026-09-09T20:56:38+00:00,
final__confirmation__lstm__r0__w60__class_weights__fold_4__seed_123,confirmation,deep,temporal,confirmation,lstm,R0,60,4,123,class_weights,b88321e4eae5e045d694e16d7b526c95b4c4f72038f6b1667a2ca46960d78278,pending,new,,,2026-09-09T20:56:38+00:00,
final__confirmation__lstm__r0__w60__class_weights__fold_4__seed_2026,confirmation,deep,temporal,confirmation,lstm,R0,60,4,2026,class_weights,83d6e13b9091bc989e66d543b04a6074826b7eb723837f07bc96846903a152d3,pending,new,,,2026-09-09T20:56:38+00:00,
final__confirmation__lstm__r0__w60__class_weights__fold_4__seed_42,confirmation,deep,temporal,confirmation,lstm,R0,60,4,42,class_weights,c89191267abaabd701eed95a1471aca0cdde7d1091d5cdcca668ff670ad02e36,reused,reused,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,,2026-09-09T21:41:21+00:00,historical compatible result
final__confirmation__lstm__r0__w60__class_weights__fold_4__seed_456,confirmation,deep,temporal,confirmation,lstm,R0,60,4,456,class_weights,67971b259477b83e9288b6b0b86cfe2aa6395468e99d8b71e30aea2d1d4201d8,pending,new,,,2026-09-09T20:56:38+00:00,
final__confirmation__lstm__r0__w60__class_weights__fold_4__seed_789,confirmation,deep,temporal,confirmation,lstm,R0,60,4,789,class_weights,deb703da58e3a31d135fa4dd4f9a6d35a6a0ed0ce3f5dfa09f706a7a781bad9f,pending,new,,,2026-09-09T20:56:38+00:00,
final__confirmation__svm__r0_flat__w60__class_weights__fold_1__seed_42,confirmation,feature,classical,confirmation,svm,R0_flat,60,1,42,class_weights,45eefa3675a1234d62c4ec9236ae352c3ca04a2c9ccdc3a6c15648553351cebc,reused,reused,G4__g4_b_class_weights_w60__svm__r0__w60__fold_1__seed_42,,2026-09-09T21:41:21+00:00,historical compatible result
final__confirmation__svm__r0_flat__w60__class_weights__fold_2__seed_42,confirmation,feature,classical,confirmation,svm,R0_flat,60,2,42,class_weights,5a95efde874e025a531a7a06564079cd08b737784455d4852aa5258de70df22d,reused,reused,G4__g4_b_class_weights_w60__svm__r0__w60__fold_2__seed_42,,2026-09-09T21:41:21+00:00,historical compatible result
final__confirmation__svm__r0_flat__w60__class_weights__fold_3__seed_42,confirmation,feature,classical,confirmation,svm,R0_flat,60,3,42,class_weights,1f8c4e44ea4b31cd4cddc22f6eac7ce46d44eda0eef7b13ca96ace1b6a15d48d,reused,reused,G4__g4_b_class_weights_w60__svm__r0__w60__fold_3__seed_42,,2026-09-09T21:41:21+00:00,historical compatible result
final__confirmation__svm__r0_flat__w60__class_weights__fold_4__seed_42,confirmation,feature,classical,confirmation,svm,R0_flat,60,4,42,class_weights,d44f4619f30e2e4c3137589bdbc09c76486e06d92df0b169c452b0e6826a5c96,reused,reused,G4__g4_b_class_weights_w60__svm__r0__w60__fold_4__seed_42,,2026-09-09T21:41:21+00:00,historical compatible result
final__screening__distance__knn_dtw__r0__w60__fold_1__seed_42,screening,distance,classical,screening,knn_dtw,R0,60,1,42,none,80004466083d0900bc1face3d9fc724f325c0cc5b9ad99526f1af46ec57c92b4,blocked,new,,,2026-09-09T21:37:39+00:00,"DTW train=4764 eval=3325 pairs=15,840,300; limit=5,000,000; cache=True"
final__screening__distance__knn_dtw__r0__w60__fold_2__seed_42,screening,distance,classical,screening,knn_dtw,R0,60,2,42,none,fb8baa6ee67c7415707247cfe0e8ed98c91ada5c35cc6405337f8dd9754f88ba,blocked,new,,,2026-09-09T21:37:39+00:00,"DTW train=4953 eval=3121 pairs=15,458,313; limit=5,000,000; cache=True"
final__screening__distance__knn_dtw__r0__w60__fold_3__seed_42,screening,distance,classical,screening,knn_dtw,R0,60,3,42,none,ff49054031ba5659173613911196893a7d5ad9ab2b81975a48de9e8358fb56ce,blocked,new,,,2026-09-09T21:37:39+00:00,"DTW train=4853 eval=3235 pairs=15,699,455; limit=5,000,000; cache=True"
final__screening__distance__knn_dtw__r0__w60__fold_4__seed_42,screening,distance,classical,screening,knn_dtw,R0,60,4,42,none,3cc0ad80c4e64c457fe9fe5551ec978a792749997c47927f1739f014f267ccff,blocked,new,,,2026-09-09T21:37:39+00:00,"DTW train=4762 eval=3313 pairs=15,776,506; limit=5,000,000; cache=True"
final__screening__feature__logistic_regression__temporal_behavior_v1__w60__fold_1__seed_42,screening,feature,classical,screening,logistic_regression,temporal_behavior_v1,60,1,42,class_weights,6b0f877cd1b0fef001b8ab8f57da531d1b8f5a20bd770b54470a7ddcdf626f96,pending,new,,,2026-09-09T21:37:39+00:00,
