configuration_id,epoch,fold,generation,learning_rate,model,representation,run_id,seed,training_accuracy,training_loss,training_macro_f1,validation_accuracy,validation_loss,validation_macro_f1,window_size_frames,scenario,strategy
qualification_r0_w60_b1024,24,4,G2,0.0005,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_4__seed_42,42,0.8919645256651437,0.35246437701510025,0.5579463470064562,0.8471111111111111,0.4428368062178294,0.42694260802912715,60,A,none
qualification_r0_w60_b1024,25,4,G2,0.0005,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_4__seed_42,42,0.8903520558989519,0.34748766877035464,0.5561530558123323,0.8426666666666667,0.4506134161154429,0.4235804336863338,60,A,none
qualification_r0_w60_b1024,26,4,G2,0.0005,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_4__seed_42,42,0.8906208008599839,0.3483165660410022,0.5567567567567567,0.8462222222222222,0.4483820529248979,0.4228269637611677,60,A,none
qualification_r0_w60_b1024,27,4,G2,0.0005,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_4__seed_42,42,0.8898145659768879,0.3487651353560286,0.5551900688824875,0.8524444444444444,0.441259088145362,0.424020424020424,60,A,none
qualification_r0_w60_b1024,28,4,G2,0.0005,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_4__seed_42,42,0.8911582907820479,0.3486919807061429,0.5573700178963338,0.8382222222222222,0.45946866856680973,0.4203096810008129,60,A,none
qualification_r0_w60_b1024,29,4,G2,0.00025,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_4__seed_42,42,0.8900833109379199,0.3476066086856757,0.5564018838405212,0.8364444444444444,0.46383488074938456,0.41902571454076676,60,A,none
qualification_r0_w60_b1024,30,4,G2,0.00025,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_4__seed_42,42,0.8908895458210159,0.3428761405638551,0.557601494475242,0.8373333333333334,0.4617688530551063,0.4196660027819929,60,A,none
qualification_r0_w60_b1024,31,4,G2,0.00025,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_4__seed_42,42,0.8908895458210159,0.3484914372185807,0.557731904317511,0.84,0.45694799717267354,0.4199267511186335,60,A,none
qualification_r0_w60_b1024,32,4,G2,0.00025,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_4__seed_42,42,0.8908895458210159,0.3451183517672496,0.558340827879906,0.8373333333333334,0.4629888790713416,0.4196660027819929,60,A,none
qualification_r0_w60_b1024,33,4,G2,0.000125,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_4__seed_42,42,0.8898145659768879,0.3476558948309631,0.5565349927678707,0.8382222222222222,0.46281759950849743,0.4203096810008129,60,A,none
