target_video,calibration_videos,threshold,equal_video_mean_macro_f1,equal_video_mean_fatigue_f1,equal_video_mean_fatigue_precision,model_key
video_01,"[""video_02"",""video_03"",""video_04""]",0.36,0.4198667446330196,0.028985507246376812,0.015151515151515152,tcn_c
video_01,"[""video_02"",""video_03"",""video_04""]",0.37,0.4139418722219419,0.0299625468164794,0.01568627450980392,tcn_c
video_01,"[""video_02"",""video_03"",""video_04""]",0.38,0.4183974633380047,0.030303030303030304,0.015873015873015872,tcn_c
video_01,"[""video_02"",""video_03"",""video_04""]",0.39,0.42386484288182324,0.031746031746031744,0.016666666666666666,tcn_c
video_01,"[""video_02"",""video_03"",""video_04""]",0.4,0.42717030607413703,0.03292181069958847,0.017316017316017316,tcn_c
video_01,"[""video_02"",""video_03"",""video_04""]",0.41,0.42788312122632916,0.03292181069958847,0.017316017316017316,tcn_c
video_01,"[""video_02"",""video_03"",""video_04""]",0.42,0.42656150057559494,0.03375527426160337,0.017777777777777778,tcn_c
video_01,"[""video_02"",""video_03"",""video_04""]",0.43,0.42445635055865877,0.034188034188034185,0.018018018018018018,tcn_c
video_01,"[""video_02"",""video_03"",""video_04""]",0.44,0.42131459519288644,0.02631578947368421,0.013888888888888888,tcn_c
video_01,"[""video_02"",""video_03"",""video_04""]",0.45,0.42797597660424946,0.02666666666666667,0.014084507042253521,tcn_c
video_01,"[""video_02"",""video_03"",""video_04""]",0.46,0.4262727784883767,0.0273972602739726,0.014492753623188406,tcn_c
video_01,"[""video_02"",""video_03"",""video_04""]",0.47,0.42798875683320875,0.027777777777777776,0.014705882352941178,tcn_c
video_01,"[""video_02"",""video_03"",""video_04""]",0.48,0.4277029975920308,0.029411764705882356,0.015625,tcn_c
video_01,"[""video_02"",""video_03"",""video_04""]",0.49,0.42969537618859505,0.031746031746031744,0.01694915254237288,tcn_c
video_01,"[""video_02"",""video_03"",""video_04""]",0.5,0.43169388840191475,0.03389830508474576,0.01818181818181818,tcn_c
video_02,"[""video_01"",""video_03"",""video_04""]",0.05,0.00992788404135922,0.02978365212407766,0.015338917936320534,tcn_c
video_02,"[""video_01"",""video_03"",""video_04""]",0.06,0.00992788404135922,0.02978365212407766,0.015338917936320534,tcn_c
video_02,"[""video_01"",""video_03"",""video_04""]",0.07,0.00992788404135922,0.02978365212407766,0.015338917936320534,tcn_c
video_02,"[""video_01"",""video_03"",""video_04""]",0.08,0.024906942922857125,0.030276384324126927,0.015590525428632526,tcn_c
video_02,"[""video_01"",""video_03"",""video_04""]",0.09,0.07266595669209756,0.03334565568608122,0.017166315562037487,tcn_c
video_02,"[""video_01"",""video_03"",""video_04""]",0.1,0.1520172186772777,0.03593209305512728,0.01850570189128183,tcn_c
