ablation,actual,configuration_id,count,fold,generation,model,predicted,representation,run_id,seed,subset,window_size_frames
temporal_r0,distraction,qualification_r0_w30_b1024,59,3,G2,tcn,alert,R0,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_3__seed_42,42,test,30
temporal_r0,distraction,qualification_r0_w30_b1024,0,3,G2,tcn,fatigue,R0,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_3__seed_42,42,test,30
temporal_r0,distraction,qualification_r0_w30_b1024,58,3,G2,tcn,distraction,R0,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_3__seed_42,42,test,30
temporal_r0,alert,qualification_r0_w30_b1024,840,3,G2,transformer,alert,R0,G2__qualification_r0_w30_b1024__transformer__r0__w30__fold_3__seed_42,42,validation,30
temporal_r0,alert,qualification_r0_w30_b1024,0,3,G2,transformer,fatigue,R0,G2__qualification_r0_w30_b1024__transformer__r0__w30__fold_3__seed_42,42,validation,30
temporal_r0,alert,qualification_r0_w30_b1024,153,3,G2,transformer,distraction,R0,G2__qualification_r0_w30_b1024__transformer__r0__w30__fold_3__seed_42,42,validation,30
temporal_r0,fatigue,qualification_r0_w30_b1024,13,3,G2,transformer,alert,R0,G2__qualification_r0_w30_b1024__transformer__r0__w30__fold_3__seed_42,42,validation,30
temporal_r0,fatigue,qualification_r0_w30_b1024,0,3,G2,transformer,fatigue,R0,G2__qualification_r0_w30_b1024__transformer__r0__w30__fold_3__seed_42,42,validation,30
temporal_r0,fatigue,qualification_r0_w30_b1024,0,3,G2,transformer,distraction,R0,G2__qualification_r0_w30_b1024__transformer__r0__w30__fold_3__seed_42,42,validation,30
temporal_r0,distraction,qualification_r0_w30_b1024,94,3,G2,transformer,alert,R0,G2__qualification_r0_w30_b1024__transformer__r0__w30__fold_3__seed_42,42,validation,30
temporal_r0,distraction,qualification_r0_w30_b1024,0,3,G2,transformer,fatigue,R0,G2__qualification_r0_w30_b1024__transformer__r0__w30__fold_3__seed_42,42,validation,30
temporal_r0,distraction,qualification_r0_w30_b1024,58,3,G2,transformer,distraction,R0,G2__qualification_r0_w30_b1024__transformer__r0__w30__fold_3__seed_42,42,validation,30
temporal_r0,alert,qualification_r0_w30_b1024,1270,3,G2,transformer,alert,R0,G2__qualification_r0_w30_b1024__transformer__r0__w30__fold_3__seed_42,42,test,30
temporal_r0,alert,qualification_r0_w30_b1024,0,3,G2,transformer,fatigue,R0,G2__qualification_r0_w30_b1024__transformer__r0__w30__fold_3__seed_42,42,test,30
temporal_r0,alert,qualification_r0_w30_b1024,101,3,G2,transformer,distraction,R0,G2__qualification_r0_w30_b1024__transformer__r0__w30__fold_3__seed_42,42,test,30
temporal_r0,fatigue,qualification_r0_w30_b1024,23,3,G2,transformer,alert,R0,G2__qualification_r0_w30_b1024__transformer__r0__w30__fold_3__seed_42,42,test,30
