model,ablation,fold,subset,actual,predicted,count,preprocessing,window_size_frames,num_features
xgboost,all_features,3,validation,alert,distraction,175,zero_fill_baseline,150,14
xgboost,all_features,3,validation,fatigue,alert,11,zero_fill_baseline,150,14
xgboost,all_features,3,validation,fatigue,fatigue,0,zero_fill_baseline,150,14
xgboost,all_features,3,validation,fatigue,distraction,0,zero_fill_baseline,150,14
xgboost,all_features,3,validation,distraction,alert,89,zero_fill_baseline,150,14
xgboost,all_features,3,validation,distraction,fatigue,4,zero_fill_baseline,150,14
xgboost,all_features,3,validation,distraction,distraction,52,zero_fill_baseline,150,14
xgboost,all_features,3,test,alert,alert,1280,zero_fill_baseline,150,14
xgboost,all_features,3,test,alert,fatigue,2,zero_fill_baseline,150,14
xgboost,all_features,3,test,alert,distraction,83,zero_fill_baseline,150,14
xgboost,all_features,3,test,fatigue,alert,15,zero_fill_baseline,150,14
xgboost,all_features,3,test,fatigue,fatigue,0,zero_fill_baseline,150,14
xgboost,all_features,3,test,fatigue,distraction,7,zero_fill_baseline,150,14
xgboost,all_features,3,test,distraction,alert,29,zero_fill_baseline,150,14
xgboost,all_features,3,test,distraction,fatigue,1,zero_fill_baseline,150,14
xgboost,all_features,3,test,distraction,distraction,76,zero_fill_baseline,150,14
svm,all_features,4,validation,alert,alert,783,zero_fill_baseline,150,14
svm,all_features,4,validation,alert,fatigue,55,zero_fill_baseline,150,14
svm,all_features,4,validation,alert,distraction,164,zero_fill_baseline,150,14
svm,all_features,4,validation,fatigue,alert,11,zero_fill_baseline,150,14
svm,all_features,4,validation,fatigue,fatigue,0,zero_fill_baseline,150,14
svm,all_features,4,validation,fatigue,distraction,1,zero_fill_baseline,150,14
svm,all_features,4,validation,distraction,alert,33,zero_fill_baseline,150,14
svm,all_features,4,validation,distraction,fatigue,16,zero_fill_baseline,150,14
svm,all_features,4,validation,distraction,distraction,42,zero_fill_baseline,150,14
svm,all_features,4,test,alert,alert,681,zero_fill_baseline,150,14
svm,all_features,4,test,alert,fatigue,66,zero_fill_baseline,150,14
svm,all_features,4,test,alert,distraction,199,zero_fill_baseline,150,14
svm,all_features,4,test,fatigue,alert,0,zero_fill_baseline,150,14
svm,all_features,4,test,fatigue,fatigue,0,zero_fill_baseline,150,14
svm,all_features,4,test,fatigue,distraction,0,zero_fill_baseline,150,14
svm,all_features,4,test,distraction,alert,60,zero_fill_baseline,150,14
svm,all_features,4,test,distraction,fatigue,25,zero_fill_baseline,150,14
svm,all_features,4,test,distraction,distraction,45,zero_fill_baseline,150,14
random_forest,all_features,4,validation,alert,alert,870,zero_fill_baseline,150,14
random_forest,all_features,4,validation,alert,fatigue,7,zero_fill_baseline,150,14
random_forest,all_features,4,validation,alert,distraction,125,zero_fill_baseline,150,14
random_forest,all_features,4,validation,fatigue,alert,12,zero_fill_baseline,150,14
random_forest,all_features,4,validation,fatigue,fatigue,0,zero_fill_baseline,150,14
random_forest,all_features,4,validation,fatigue,distraction,0,zero_fill_baseline,150,14
random_forest,all_features,4,validation,distraction,alert,41,zero_fill_baseline,150,14
random_forest,all_features,4,validation,distraction,fatigue,4,zero_fill_baseline,150,14
random_forest,all_features,4,validation,distraction,distraction,46,zero_fill_baseline,150,14
random_forest,all_features,4,test,alert,alert,797,zero_fill_baseline,150,14
random_forest,all_features,4,test,alert,fatigue,5,zero_fill_baseline,150,14
random_forest,all_features,4,test,alert,distraction,144,zero_fill_baseline,150,14
random_forest,all_features,4,test,fatigue,alert,0,zero_fill_baseline,150,14
random_forest,all_features,4,test,fatigue,fatigue,0,zero_fill_baseline,150,14
random_forest,all_features,4,test,fatigue,distraction,0,zero_fill_baseline,150,14
random_forest,all_features,4,test,distraction,alert,90,zero_fill_baseline,150,14
random_forest,all_features,4,test,distraction,fatigue,2,zero_fill_baseline,150,14
random_forest,all_features,4,test,distraction,distraction,38,zero_fill_baseline,150,14
xgboost,all_features,4,validation,alert,alert,797,zero_fill_baseline,150,14
xgboost,all_features,4,validation,alert,fatigue,48,zero_fill_baseline,150,14
xgboost,all_features,4,validation,alert,distraction,157,zero_fill_baseline,150,14
xgboost,all_features,4,validation,fatigue,alert,12,zero_fill_baseline,150,14
xgboost,all_features,4,validation,fatigue,fatigue,0,zero_fill_baseline,150,14
xgboost,all_features,4,validation,fatigue,distraction,0,zero_fill_baseline,150,14
xgboost,all_features,4,validation,distraction,alert,35,zero_fill_baseline,150,14
xgboost,all_features,4,validation,distraction,fatigue,14,zero_fill_baseline,150,14
xgboost,all_features,4,validation,distraction,distraction,42,zero_fill_baseline,150,14
xgboost,all_features,4,test,alert,alert,692,zero_fill_baseline,150,14
xgboost,all_features,4,test,alert,fatigue,78,zero_fill_baseline,150,14
xgboost,all_features,4,test,alert,distraction,176,zero_fill_baseline,150,14
xgboost,all_features,4,test,fatigue,alert,0,zero_fill_baseline,150,14
xgboost,all_features,4,test,fatigue,fatigue,0,zero_fill_baseline,150,14
xgboost,all_features,4,test,fatigue,distraction,0,zero_fill_baseline,150,14
xgboost,all_features,4,test,distraction,alert,64,zero_fill_baseline,150,14
xgboost,all_features,4,test,distraction,fatigue,23,zero_fill_baseline,150,14
xgboost,all_features,4,test,distraction,distraction,43,zero_fill_baseline,150,14
svm,all_features,1,validation,alert,alert,829,short_gap_interpolation,150,14
svm,all_features,1,validation,alert,fatigue,22,short_gap_interpolation,150,14
svm,all_features,1,validation,alert,distraction,148,short_gap_interpolation,150,14
svm,all_features,1,validation,fatigue,alert,1,short_gap_interpolation,150,14
svm,all_features,1,validation,fatigue,fatigue,0,short_gap_interpolation,150,14
svm,all_features,1,validation,fatigue,distraction,0,short_gap_interpolation,150,14
svm,all_features,1,validation,distraction,alert,91,short_gap_interpolation,150,14
svm,all_features,1,validation,distraction,fatigue,1,short_gap_interpolation,150,14
svm,all_features,1,validation,distraction,distraction,63,short_gap_interpolation,150,14
svm,all_features,1,test,alert,alert,926,short_gap_interpolation,150,14
svm,all_features,1,test,alert,fatigue,0,short_gap_interpolation,150,14
svm,all_features,1,test,alert,distraction,164,short_gap_interpolation,150,14
svm,all_features,1,test,fatigue,alert,51,short_gap_interpolation,150,14
svm,all_features,1,test,fatigue,fatigue,0,short_gap_interpolation,150,14
svm,all_features,1,test,fatigue,distraction,11,short_gap_interpolation,150,14
svm,all_features,1,test,distraction,alert,138,short_gap_interpolation,150,14
svm,all_features,1,test,distraction,fatigue,0,short_gap_interpolation,150,14
svm,all_features,1,test,distraction,distraction,238,short_gap_interpolation,150,14
random_forest,all_features,1,validation,alert,alert,943,short_gap_interpolation,150,14
random_forest,all_features,1,validation,alert,fatigue,5,short_gap_interpolation,150,14
random_forest,all_features,1,validation,alert,distraction,51,short_gap_interpolation,150,14
random_forest,all_features,1,validation,fatigue,alert,1,short_gap_interpolation,150,14
random_forest,all_features,1,validation,fatigue,fatigue,0,short_gap_interpolation,150,14
random_forest,all_features,1,validation,fatigue,distraction,0,short_gap_interpolation,150,14
random_forest,all_features,1,validation,distraction,alert,119,short_gap_interpolation,150,14
random_forest,all_features,1,validation,distraction,fatigue,2,short_gap_interpolation,150,14
random_forest,all_features,1,validation,distraction,distraction,34,short_gap_interpolation,150,14
random_forest,all_features,1,test,alert,alert,1021,short_gap_interpolation,150,14
random_forest,all_features,1,test,alert,fatigue,0,short_gap_interpolation,150,14
random_forest,all_features,1,test,alert,distraction,69,short_gap_interpolation,150,14
random_forest,all_features,1,test,fatigue,alert,60,short_gap_interpolation,150,14
random_forest,all_features,1,test,fatigue,fatigue,0,short_gap_interpolation,150,14
random_forest,all_features,1,test,fatigue,distraction,2,short_gap_interpolation,150,14
random_forest,all_features,1,test,distraction,alert,166,short_gap_interpolation,150,14
random_forest,all_features,1,test,distraction,fatigue,0,short_gap_interpolation,150,14
random_forest,all_features,1,test,distraction,distraction,210,short_gap_interpolation,150,14
xgboost,all_features,1,validation,alert,alert,875,short_gap_interpolation,150,14
xgboost,all_features,1,validation,alert,fatigue,15,short_gap_interpolation,150,14
xgboost,all_features,1,validation,alert,distraction,109,short_gap_interpolation,150,14
xgboost,all_features,1,validation,fatigue,alert,1,short_gap_interpolation,150,14
xgboost,all_features,1,validation,fatigue,fatigue,0,short_gap_interpolation,150,14
xgboost,all_features,1,validation,fatigue,distraction,0,short_gap_interpolation,150,14
xgboost,all_features,1,validation,distraction,alert,106,short_gap_interpolation,150,14
xgboost,all_features,1,validation,distraction,fatigue,3,short_gap_interpolation,150,14
xgboost,all_features,1,validation,distraction,distraction,46,short_gap_interpolation,150,14
xgboost,all_features,1,test,alert,alert,996,short_gap_interpolation,150,14
xgboost,all_features,1,test,alert,fatigue,0,short_gap_interpolation,150,14
xgboost,all_features,1,test,alert,distraction,94,short_gap_interpolation,150,14
xgboost,all_features,1,test,fatigue,alert,58,short_gap_interpolation,150,14
xgboost,all_features,1,test,fatigue,fatigue,0,short_gap_interpolation,150,14
xgboost,all_features,1,test,fatigue,distraction,4,short_gap_interpolation,150,14
xgboost,all_features,1,test,distraction,alert,137,short_gap_interpolation,150,14
xgboost,all_features,1,test,distraction,fatigue,0,short_gap_interpolation,150,14
xgboost,all_features,1,test,distraction,distraction,239,short_gap_interpolation,150,14
svm,all_features,2,validation,alert,alert,849,short_gap_interpolation,150,14
svm,all_features,2,validation,alert,fatigue,62,short_gap_interpolation,150,14
svm,all_features,2,validation,alert,distraction,163,short_gap_interpolation,150,14
svm,all_features,2,validation,fatigue,alert,12,short_gap_interpolation,150,14
svm,all_features,2,validation,fatigue,fatigue,0,short_gap_interpolation,150,14
svm,all_features,2,validation,fatigue,distraction,0,short_gap_interpolation,150,14
svm,all_features,2,validation,distraction,alert,30,short_gap_interpolation,150,14
svm,all_features,2,validation,distraction,fatigue,13,short_gap_interpolation,150,14
svm,all_features,2,validation,distraction,distraction,31,short_gap_interpolation,150,14
svm,all_features,2,test,alert,alert,1404,short_gap_interpolation,150,14
svm,all_features,2,test,alert,fatigue,52,short_gap_interpolation,150,14
svm,all_features,2,test,alert,distraction,104,short_gap_interpolation,150,14
svm,all_features,2,test,fatigue,alert,0,short_gap_interpolation,150,14
svm,all_features,2,test,fatigue,fatigue,0,short_gap_interpolation,150,14
svm,all_features,2,test,fatigue,distraction,0,short_gap_interpolation,150,14
svm,all_features,2,test,distraction,alert,87,short_gap_interpolation,150,14
svm,all_features,2,test,distraction,fatigue,15,short_gap_interpolation,150,14
svm,all_features,2,test,distraction,distraction,179,short_gap_interpolation,150,14
random_forest,all_features,2,validation,alert,alert,983,short_gap_interpolation,150,14
random_forest,all_features,2,validation,alert,fatigue,2,short_gap_interpolation,150,14
random_forest,all_features,2,validation,alert,distraction,89,short_gap_interpolation,150,14
random_forest,all_features,2,validation,fatigue,alert,12,short_gap_interpolation,150,14
random_forest,all_features,2,validation,fatigue,fatigue,0,short_gap_interpolation,150,14
random_forest,all_features,2,validation,fatigue,distraction,0,short_gap_interpolation,150,14
random_forest,all_features,2,validation,distraction,alert,57,short_gap_interpolation,150,14
random_forest,all_features,2,validation,distraction,fatigue,0,short_gap_interpolation,150,14
random_forest,all_features,2,validation,distraction,distraction,17,short_gap_interpolation,150,14
random_forest,all_features,2,test,alert,alert,1487,short_gap_interpolation,150,14
random_forest,all_features,2,test,alert,fatigue,0,short_gap_interpolation,150,14
random_forest,all_features,2,test,alert,distraction,73,short_gap_interpolation,150,14
random_forest,all_features,2,test,fatigue,alert,0,short_gap_interpolation,150,14
random_forest,all_features,2,test,fatigue,fatigue,0,short_gap_interpolation,150,14
random_forest,all_features,2,test,fatigue,distraction,0,short_gap_interpolation,150,14
random_forest,all_features,2,test,distraction,alert,113,short_gap_interpolation,150,14
random_forest,all_features,2,test,distraction,fatigue,2,short_gap_interpolation,150,14
random_forest,all_features,2,test,distraction,distraction,166,short_gap_interpolation,150,14
xgboost,all_features,2,validation,alert,alert,923,short_gap_interpolation,150,14
xgboost,all_features,2,validation,alert,fatigue,18,short_gap_interpolation,150,14
xgboost,all_features,2,validation,alert,distraction,133,short_gap_interpolation,150,14
xgboost,all_features,2,validation,fatigue,alert,12,short_gap_interpolation,150,14
xgboost,all_features,2,validation,fatigue,fatigue,0,short_gap_interpolation,150,14
xgboost,all_features,2,validation,fatigue,distraction,0,short_gap_interpolation,150,14
xgboost,all_features,2,validation,distraction,alert,42,short_gap_interpolation,150,14
xgboost,all_features,2,validation,distraction,fatigue,5,short_gap_interpolation,150,14
xgboost,all_features,2,validation,distraction,distraction,27,short_gap_interpolation,150,14
xgboost,all_features,2,test,alert,alert,1427,short_gap_interpolation,150,14
xgboost,all_features,2,test,alert,fatigue,14,short_gap_interpolation,150,14
xgboost,all_features,2,test,alert,distraction,119,short_gap_interpolation,150,14
xgboost,all_features,2,test,fatigue,alert,0,short_gap_interpolation,150,14
xgboost,all_features,2,test,fatigue,fatigue,0,short_gap_interpolation,150,14
xgboost,all_features,2,test,fatigue,distraction,0,short_gap_interpolation,150,14
xgboost,all_features,2,test,distraction,alert,99,short_gap_interpolation,150,14
xgboost,all_features,2,test,distraction,fatigue,6,short_gap_interpolation,150,14
xgboost,all_features,2,test,distraction,distraction,176,short_gap_interpolation,150,14
svm,all_features,3,validation,alert,alert,801,short_gap_interpolation,150,14
svm,all_features,3,validation,alert,fatigue,19,short_gap_interpolation,150,14
svm,all_features,3,validation,alert,distraction,149,short_gap_interpolation,150,14
svm,all_features,3,validation,fatigue,alert,11,short_gap_interpolation,150,14
svm,all_features,3,validation,fatigue,fatigue,0,short_gap_interpolation,150,14
svm,all_features,3,validation,fatigue,distraction,0,short_gap_interpolation,150,14
svm,all_features,3,validation,distraction,alert,83,short_gap_interpolation,150,14
svm,all_features,3,validation,distraction,fatigue,7,short_gap_interpolation,150,14
svm,all_features,3,validation,distraction,distraction,55,short_gap_interpolation,150,14
svm,all_features,3,test,alert,alert,1282,short_gap_interpolation,150,14
svm,all_features,3,test,alert,fatigue,1,short_gap_interpolation,150,14
svm,all_features,3,test,alert,distraction,82,short_gap_interpolation,150,14
svm,all_features,3,test,fatigue,alert,22,short_gap_interpolation,150,14
svm,all_features,3,test,fatigue,fatigue,0,short_gap_interpolation,150,14
svm,all_features,3,test,fatigue,distraction,0,short_gap_interpolation,150,14
svm,all_features,3,test,distraction,alert,57,short_gap_interpolation,150,14
svm,all_features,3,test,distraction,fatigue,3,short_gap_interpolation,150,14
svm,all_features,3,test,distraction,distraction,46,short_gap_interpolation,150,14
random_forest,all_features,3,validation,alert,alert,891,short_gap_interpolation,150,14
random_forest,all_features,3,validation,alert,fatigue,0,short_gap_interpolation,150,14
random_forest,all_features,3,validation,alert,distraction,78,short_gap_interpolation,150,14
random_forest,all_features,3,validation,fatigue,alert,11,short_gap_interpolation,150,14
random_forest,all_features,3,validation,fatigue,fatigue,0,short_gap_interpolation,150,14
random_forest,all_features,3,validation,fatigue,distraction,0,short_gap_interpolation,150,14
random_forest,all_features,3,validation,distraction,alert,116,short_gap_interpolation,150,14
random_forest,all_features,3,validation,distraction,fatigue,0,short_gap_interpolation,150,14
random_forest,all_features,3,validation,distraction,distraction,29,short_gap_interpolation,150,14
random_forest,all_features,3,test,alert,alert,1307,short_gap_interpolation,150,14
random_forest,all_features,3,test,alert,fatigue,0,short_gap_interpolation,150,14
random_forest,all_features,3,test,alert,distraction,58,short_gap_interpolation,150,14
random_forest,all_features,3,test,fatigue,alert,22,short_gap_interpolation,150,14
random_forest,all_features,3,test,fatigue,fatigue,0,short_gap_interpolation,150,14
random_forest,all_features,3,test,fatigue,distraction,0,short_gap_interpolation,150,14
random_forest,all_features,3,test,distraction,alert,68,short_gap_interpolation,150,14
random_forest,all_features,3,test,distraction,fatigue,0,short_gap_interpolation,150,14
random_forest,all_features,3,test,distraction,distraction,38,short_gap_interpolation,150,14
xgboost,all_features,3,validation,alert,alert,831,short_gap_interpolation,150,14
xgboost,all_features,3,validation,alert,fatigue,9,short_gap_interpolation,150,14
xgboost,all_features,3,validation,alert,distraction,129,short_gap_interpolation,150,14
xgboost,all_features,3,validation,fatigue,alert,11,short_gap_interpolation,150,14
xgboost,all_features,3,validation,fatigue,fatigue,0,short_gap_interpolation,150,14
xgboost,all_features,3,validation,fatigue,distraction,0,short_gap_interpolation,150,14
xgboost,all_features,3,validation,distraction,alert,102,short_gap_interpolation,150,14
xgboost,all_features,3,validation,distraction,fatigue,0,short_gap_interpolation,150,14
xgboost,all_features,3,validation,distraction,distraction,43,short_gap_interpolation,150,14
xgboost,all_features,3,test,alert,alert,1273,short_gap_interpolation,150,14
xgboost,all_features,3,test,alert,fatigue,1,short_gap_interpolation,150,14
xgboost,all_features,3,test,alert,distraction,91,short_gap_interpolation,150,14
xgboost,all_features,3,test,fatigue,alert,18,short_gap_interpolation,150,14
xgboost,all_features,3,test,fatigue,fatigue,0,short_gap_interpolation,150,14
xgboost,all_features,3,test,fatigue,distraction,4,short_gap_interpolation,150,14
xgboost,all_features,3,test,distraction,alert,34,short_gap_interpolation,150,14
xgboost,all_features,3,test,distraction,fatigue,0,short_gap_interpolation,150,14
xgboost,all_features,3,test,distraction,distraction,72,short_gap_interpolation,150,14
svm,all_features,4,validation,alert,alert,808,short_gap_interpolation,150,14
svm,all_features,4,validation,alert,fatigue,36,short_gap_interpolation,150,14
svm,all_features,4,validation,alert,distraction,158,short_gap_interpolation,150,14
svm,all_features,4,validation,fatigue,alert,12,short_gap_interpolation,150,14
svm,all_features,4,validation,fatigue,fatigue,0,short_gap_interpolation,150,14
svm,all_features,4,validation,fatigue,distraction,0,short_gap_interpolation,150,14
svm,all_features,4,validation,distraction,alert,36,short_gap_interpolation,150,14
svm,all_features,4,validation,distraction,fatigue,9,short_gap_interpolation,150,14
svm,all_features,4,validation,distraction,distraction,46,short_gap_interpolation,150,14
svm,all_features,4,test,alert,alert,717,short_gap_interpolation,150,14
svm,all_features,4,test,alert,fatigue,51,short_gap_interpolation,150,14
svm,all_features,4,test,alert,distraction,178,short_gap_interpolation,150,14
svm,all_features,4,test,fatigue,alert,0,short_gap_interpolation,150,14
svm,all_features,4,test,fatigue,fatigue,0,short_gap_interpolation,150,14
svm,all_features,4,test,fatigue,distraction,0,short_gap_interpolation,150,14
svm,all_features,4,test,distraction,alert,63,short_gap_interpolation,150,14
svm,all_features,4,test,distraction,fatigue,14,short_gap_interpolation,150,14
svm,all_features,4,test,distraction,distraction,53,short_gap_interpolation,150,14
random_forest,all_features,4,validation,alert,alert,867,short_gap_interpolation,150,14
random_forest,all_features,4,validation,alert,fatigue,0,short_gap_interpolation,150,14
random_forest,all_features,4,validation,alert,distraction,135,short_gap_interpolation,150,14
random_forest,all_features,4,validation,fatigue,alert,12,short_gap_interpolation,150,14
random_forest,all_features,4,validation,fatigue,fatigue,0,short_gap_interpolation,150,14
random_forest,all_features,4,validation,fatigue,distraction,0,short_gap_interpolation,150,14
random_forest,all_features,4,validation,distraction,alert,45,short_gap_interpolation,150,14
random_forest,all_features,4,validation,distraction,fatigue,0,short_gap_interpolation,150,14
random_forest,all_features,4,validation,distraction,distraction,46,short_gap_interpolation,150,14
random_forest,all_features,4,test,alert,alert,806,short_gap_interpolation,150,14
random_forest,all_features,4,test,alert,fatigue,0,short_gap_interpolation,150,14
random_forest,all_features,4,test,alert,distraction,140,short_gap_interpolation,150,14
random_forest,all_features,4,test,fatigue,alert,0,short_gap_interpolation,150,14
random_forest,all_features,4,test,fatigue,fatigue,0,short_gap_interpolation,150,14
random_forest,all_features,4,test,fatigue,distraction,0,short_gap_interpolation,150,14
random_forest,all_features,4,test,distraction,alert,84,short_gap_interpolation,150,14
random_forest,all_features,4,test,distraction,fatigue,0,short_gap_interpolation,150,14
random_forest,all_features,4,test,distraction,distraction,46,short_gap_interpolation,150,14
xgboost,all_features,4,validation,alert,alert,816,short_gap_interpolation,150,14
xgboost,all_features,4,validation,alert,fatigue,29,short_gap_interpolation,150,14
xgboost,all_features,4,validation,alert,distraction,157,short_gap_interpolation,150,14
xgboost,all_features,4,validation,fatigue,alert,12,short_gap_interpolation,150,14
xgboost,all_features,4,validation,fatigue,fatigue,0,short_gap_interpolation,150,14
xgboost,all_features,4,validation,fatigue,distraction,0,short_gap_interpolation,150,14
xgboost,all_features,4,validation,distraction,alert,39,short_gap_interpolation,150,14
xgboost,all_features,4,validation,distraction,fatigue,9,short_gap_interpolation,150,14
xgboost,all_features,4,validation,distraction,distraction,43,short_gap_interpolation,150,14
xgboost,all_features,4,test,alert,alert,738,short_gap_interpolation,150,14
xgboost,all_features,4,test,alert,fatigue,32,short_gap_interpolation,150,14
xgboost,all_features,4,test,alert,distraction,176,short_gap_interpolation,150,14
xgboost,all_features,4,test,fatigue,alert,0,short_gap_interpolation,150,14
xgboost,all_features,4,test,fatigue,fatigue,0,short_gap_interpolation,150,14
xgboost,all_features,4,test,fatigue,distraction,0,short_gap_interpolation,150,14
xgboost,all_features,4,test,distraction,alert,67,short_gap_interpolation,150,14
xgboost,all_features,4,test,distraction,fatigue,1,short_gap_interpolation,150,14
xgboost,all_features,4,test,distraction,distraction,62,short_gap_interpolation,150,14
svm,all_features,1,validation,alert,alert,850,short_gap_interpolation_with_flags,150,17
svm,all_features,1,validation,alert,fatigue,10,short_gap_interpolation_with_flags,150,17
svm,all_features,1,validation,alert,distraction,139,short_gap_interpolation_with_flags,150,17
svm,all_features,1,validation,fatigue,alert,1,short_gap_interpolation_with_flags,150,17
svm,all_features,1,validation,fatigue,fatigue,0,short_gap_interpolation_with_flags,150,17
svm,all_features,1,validation,fatigue,distraction,0,short_gap_interpolation_with_flags,150,17
svm,all_features,1,validation,distraction,alert,101,short_gap_interpolation_with_flags,150,17
svm,all_features,1,validation,distraction,fatigue,1,short_gap_interpolation_with_flags,150,17
svm,all_features,1,validation,distraction,distraction,53,short_gap_interpolation_with_flags,150,17
svm,all_features,1,test,alert,alert,912,short_gap_interpolation_with_flags,150,17
svm,all_features,1,test,alert,fatigue,0,short_gap_interpolation_with_flags,150,17
svm,all_features,1,test,alert,distraction,178,short_gap_interpolation_with_flags,150,17
svm,all_features,1,test,fatigue,alert,50,short_gap_interpolation_with_flags,150,17
svm,all_features,1,test,fatigue,fatigue,0,short_gap_interpolation_with_flags,150,17
svm,all_features,1,test,fatigue,distraction,12,short_gap_interpolation_with_flags,150,17
svm,all_features,1,test,distraction,alert,172,short_gap_interpolation_with_flags,150,17
svm,all_features,1,test,distraction,fatigue,0,short_gap_interpolation_with_flags,150,17
svm,all_features,1,test,distraction,distraction,204,short_gap_interpolation_with_flags,150,17
random_forest,all_features,1,validation,alert,alert,951,short_gap_interpolation_with_flags,150,17
random_forest,all_features,1,validation,alert,fatigue,6,short_gap_interpolation_with_flags,150,17
random_forest,all_features,1,validation,alert,distraction,42,short_gap_interpolation_with_flags,150,17
random_forest,all_features,1,validation,fatigue,alert,1,short_gap_interpolation_with_flags,150,17
random_forest,all_features,1,validation,fatigue,fatigue,0,short_gap_interpolation_with_flags,150,17
random_forest,all_features,1,validation,fatigue,distraction,0,short_gap_interpolation_with_flags,150,17
random_forest,all_features,1,validation,distraction,alert,124,short_gap_interpolation_with_flags,150,17
random_forest,all_features,1,validation,distraction,fatigue,2,short_gap_interpolation_with_flags,150,17
random_forest,all_features,1,validation,distraction,distraction,29,short_gap_interpolation_with_flags,150,17
random_forest,all_features,1,test,alert,alert,1019,short_gap_interpolation_with_flags,150,17
random_forest,all_features,1,test,alert,fatigue,0,short_gap_interpolation_with_flags,150,17
random_forest,all_features,1,test,alert,distraction,71,short_gap_interpolation_with_flags,150,17
random_forest,all_features,1,test,fatigue,alert,59,short_gap_interpolation_with_flags,150,17
random_forest,all_features,1,test,fatigue,fatigue,0,short_gap_interpolation_with_flags,150,17
random_forest,all_features,1,test,fatigue,distraction,3,short_gap_interpolation_with_flags,150,17
random_forest,all_features,1,test,distraction,alert,206,short_gap_interpolation_with_flags,150,17
random_forest,all_features,1,test,distraction,fatigue,0,short_gap_interpolation_with_flags,150,17
random_forest,all_features,1,test,distraction,distraction,170,short_gap_interpolation_with_flags,150,17
xgboost,all_features,1,validation,alert,alert,885,short_gap_interpolation_with_flags,150,17
xgboost,all_features,1,validation,alert,fatigue,20,short_gap_interpolation_with_flags,150,17
xgboost,all_features,1,validation,alert,distraction,94,short_gap_interpolation_with_flags,150,17
xgboost,all_features,1,validation,fatigue,alert,1,short_gap_interpolation_with_flags,150,17
xgboost,all_features,1,validation,fatigue,fatigue,0,short_gap_interpolation_with_flags,150,17
xgboost,all_features,1,validation,fatigue,distraction,0,short_gap_interpolation_with_flags,150,17
xgboost,all_features,1,validation,distraction,alert,100,short_gap_interpolation_with_flags,150,17
xgboost,all_features,1,validation,distraction,fatigue,5,short_gap_interpolation_with_flags,150,17
xgboost,all_features,1,validation,distraction,distraction,50,short_gap_interpolation_with_flags,150,17
xgboost,all_features,1,test,alert,alert,989,short_gap_interpolation_with_flags,150,17
xgboost,all_features,1,test,alert,fatigue,2,short_gap_interpolation_with_flags,150,17
xgboost,all_features,1,test,alert,distraction,99,short_gap_interpolation_with_flags,150,17
xgboost,all_features,1,test,fatigue,alert,58,short_gap_interpolation_with_flags,150,17
xgboost,all_features,1,test,fatigue,fatigue,0,short_gap_interpolation_with_flags,150,17
xgboost,all_features,1,test,fatigue,distraction,4,short_gap_interpolation_with_flags,150,17
xgboost,all_features,1,test,distraction,alert,152,short_gap_interpolation_with_flags,150,17
xgboost,all_features,1,test,distraction,fatigue,0,short_gap_interpolation_with_flags,150,17
xgboost,all_features,1,test,distraction,distraction,224,short_gap_interpolation_with_flags,150,17
svm,all_features,2,validation,alert,alert,850,short_gap_interpolation_with_flags,150,17
svm,all_features,2,validation,alert,fatigue,62,short_gap_interpolation_with_flags,150,17
svm,all_features,2,validation,alert,distraction,162,short_gap_interpolation_with_flags,150,17
svm,all_features,2,validation,fatigue,alert,11,short_gap_interpolation_with_flags,150,17
svm,all_features,2,validation,fatigue,fatigue,0,short_gap_interpolation_with_flags,150,17
svm,all_features,2,validation,fatigue,distraction,1,short_gap_interpolation_with_flags,150,17
svm,all_features,2,validation,distraction,alert,33,short_gap_interpolation_with_flags,150,17
svm,all_features,2,validation,distraction,fatigue,14,short_gap_interpolation_with_flags,150,17
svm,all_features,2,validation,distraction,distraction,27,short_gap_interpolation_with_flags,150,17
svm,all_features,2,test,alert,alert,1401,short_gap_interpolation_with_flags,150,17
svm,all_features,2,test,alert,fatigue,54,short_gap_interpolation_with_flags,150,17
svm,all_features,2,test,alert,distraction,105,short_gap_interpolation_with_flags,150,17
svm,all_features,2,test,fatigue,alert,0,short_gap_interpolation_with_flags,150,17
svm,all_features,2,test,fatigue,fatigue,0,short_gap_interpolation_with_flags,150,17
svm,all_features,2,test,fatigue,distraction,0,short_gap_interpolation_with_flags,150,17
svm,all_features,2,test,distraction,alert,87,short_gap_interpolation_with_flags,150,17
svm,all_features,2,test,distraction,fatigue,15,short_gap_interpolation_with_flags,150,17
svm,all_features,2,test,distraction,distraction,179,short_gap_interpolation_with_flags,150,17
random_forest,all_features,2,validation,alert,alert,984,short_gap_interpolation_with_flags,150,17
random_forest,all_features,2,validation,alert,fatigue,1,short_gap_interpolation_with_flags,150,17
random_forest,all_features,2,validation,alert,distraction,89,short_gap_interpolation_with_flags,150,17
random_forest,all_features,2,validation,fatigue,alert,12,short_gap_interpolation_with_flags,150,17
random_forest,all_features,2,validation,fatigue,fatigue,0,short_gap_interpolation_with_flags,150,17
random_forest,all_features,2,validation,fatigue,distraction,0,short_gap_interpolation_with_flags,150,17
random_forest,all_features,2,validation,distraction,alert,59,short_gap_interpolation_with_flags,150,17
random_forest,all_features,2,validation,distraction,fatigue,0,short_gap_interpolation_with_flags,150,17
random_forest,all_features,2,validation,distraction,distraction,15,short_gap_interpolation_with_flags,150,17
