model,ablation,fold,subset,actual,predicted,count,preprocessing,window_size_frames,num_features
svm,all_features,2,test,fatigue,distraction,0,zero_fill_baseline,60,14
svm,all_features,2,test,distraction,alert,92,zero_fill_baseline,60,14
svm,all_features,2,test,distraction,fatigue,19,zero_fill_baseline,60,14
svm,all_features,2,test,distraction,distraction,182,zero_fill_baseline,60,14
random_forest,all_features,2,validation,alert,alert,943,zero_fill_baseline,60,14
random_forest,all_features,2,validation,alert,fatigue,6,zero_fill_baseline,60,14
random_forest,all_features,2,validation,alert,distraction,131,zero_fill_baseline,60,14
random_forest,all_features,2,validation,fatigue,alert,17,zero_fill_baseline,60,14
random_forest,all_features,2,validation,fatigue,fatigue,0,zero_fill_baseline,60,14
random_forest,all_features,2,validation,fatigue,distraction,0,zero_fill_baseline,60,14
random_forest,all_features,2,validation,distraction,alert,44,zero_fill_baseline,60,14
random_forest,all_features,2,validation,distraction,fatigue,0,zero_fill_baseline,60,14
random_forest,all_features,2,validation,distraction,distraction,32,zero_fill_baseline,60,14
random_forest,all_features,2,test,alert,alert,1459,zero_fill_baseline,60,14
random_forest,all_features,2,test,alert,fatigue,3,zero_fill_baseline,60,14
random_forest,all_features,2,test,alert,distraction,109,zero_fill_baseline,60,14
random_forest,all_features,2,test,fatigue,alert,0,zero_fill_baseline,60,14
random_forest,all_features,2,test,fatigue,fatigue,0,zero_fill_baseline,60,14
random_forest,all_features,2,test,fatigue,distraction,0,zero_fill_baseline,60,14
random_forest,all_features,2,test,distraction,alert,102,zero_fill_baseline,60,14
random_forest,all_features,2,test,distraction,fatigue,1,zero_fill_baseline,60,14
random_forest,all_features,2,test,distraction,distraction,190,zero_fill_baseline,60,14
xgboost,all_features,2,validation,alert,alert,888,zero_fill_baseline,60,14
xgboost,all_features,2,validation,alert,fatigue,21,zero_fill_baseline,60,14
xgboost,all_features,2,validation,alert,distraction,171,zero_fill_baseline,60,14
xgboost,all_features,2,validation,fatigue,alert,16,zero_fill_baseline,60,14
xgboost,all_features,2,validation,fatigue,fatigue,0,zero_fill_baseline,60,14
xgboost,all_features,2,validation,fatigue,distraction,1,zero_fill_baseline,60,14
xgboost,all_features,2,validation,distraction,alert,35,zero_fill_baseline,60,14
xgboost,all_features,2,validation,distraction,fatigue,1,zero_fill_baseline,60,14
xgboost,all_features,2,validation,distraction,distraction,40,zero_fill_baseline,60,14
xgboost,all_features,2,test,alert,alert,1442,zero_fill_baseline,60,14
xgboost,all_features,2,test,alert,fatigue,13,zero_fill_baseline,60,14
xgboost,all_features,2,test,alert,distraction,116,zero_fill_baseline,60,14
xgboost,all_features,2,test,fatigue,alert,0,zero_fill_baseline,60,14
xgboost,all_features,2,test,fatigue,fatigue,0,zero_fill_baseline,60,14
xgboost,all_features,2,test,fatigue,distraction,0,zero_fill_baseline,60,14
xgboost,all_features,2,test,distraction,alert,99,zero_fill_baseline,60,14
xgboost,all_features,2,test,distraction,fatigue,4,zero_fill_baseline,60,14
xgboost,all_features,2,test,distraction,distraction,190,zero_fill_baseline,60,14
svm,all_features,3,validation,alert,alert,778,zero_fill_baseline,60,14
svm,all_features,3,validation,alert,fatigue,36,zero_fill_baseline,60,14
svm,all_features,3,validation,alert,distraction,172,zero_fill_baseline,60,14
svm,all_features,3,validation,fatigue,alert,13,zero_fill_baseline,60,14
svm,all_features,3,validation,fatigue,fatigue,0,zero_fill_baseline,60,14
svm,all_features,3,validation,fatigue,distraction,0,zero_fill_baseline,60,14
svm,all_features,3,validation,distraction,alert,83,zero_fill_baseline,60,14
svm,all_features,3,validation,distraction,fatigue,7,zero_fill_baseline,60,14
svm,all_features,3,validation,distraction,distraction,62,zero_fill_baseline,60,14
svm,all_features,3,test,alert,alert,1236,zero_fill_baseline,60,14
svm,all_features,3,test,alert,fatigue,14,zero_fill_baseline,60,14
svm,all_features,3,test,alert,distraction,117,zero_fill_baseline,60,14
svm,all_features,3,test,fatigue,alert,16,zero_fill_baseline,60,14
svm,all_features,3,test,fatigue,fatigue,0,zero_fill_baseline,60,14
svm,all_features,3,test,fatigue,distraction,5,zero_fill_baseline,60,14
svm,all_features,3,test,distraction,alert,49,zero_fill_baseline,60,14
svm,all_features,3,test,distraction,fatigue,5,zero_fill_baseline,60,14
svm,all_features,3,test,distraction,distraction,58,zero_fill_baseline,60,14
random_forest,all_features,3,validation,alert,alert,862,zero_fill_baseline,60,14
random_forest,all_features,3,validation,alert,fatigue,5,zero_fill_baseline,60,14
random_forest,all_features,3,validation,alert,distraction,119,zero_fill_baseline,60,14
random_forest,all_features,3,validation,fatigue,alert,13,zero_fill_baseline,60,14
random_forest,all_features,3,validation,fatigue,fatigue,0,zero_fill_baseline,60,14
random_forest,all_features,3,validation,fatigue,distraction,0,zero_fill_baseline,60,14
random_forest,all_features,3,validation,distraction,alert,100,zero_fill_baseline,60,14
random_forest,all_features,3,validation,distraction,fatigue,0,zero_fill_baseline,60,14
random_forest,all_features,3,validation,distraction,distraction,52,zero_fill_baseline,60,14
random_forest,all_features,3,test,alert,alert,1299,zero_fill_baseline,60,14
random_forest,all_features,3,test,alert,fatigue,0,zero_fill_baseline,60,14
random_forest,all_features,3,test,alert,distraction,68,zero_fill_baseline,60,14
random_forest,all_features,3,test,fatigue,alert,19,zero_fill_baseline,60,14
random_forest,all_features,3,test,fatigue,fatigue,0,zero_fill_baseline,60,14
random_forest,all_features,3,test,fatigue,distraction,2,zero_fill_baseline,60,14
random_forest,all_features,3,test,distraction,alert,60,zero_fill_baseline,60,14
random_forest,all_features,3,test,distraction,fatigue,0,zero_fill_baseline,60,14
random_forest,all_features,3,test,distraction,distraction,52,zero_fill_baseline,60,14
xgboost,all_features,3,validation,alert,alert,786,zero_fill_baseline,60,14
xgboost,all_features,3,validation,alert,fatigue,15,zero_fill_baseline,60,14
xgboost,all_features,3,validation,alert,distraction,185,zero_fill_baseline,60,14
xgboost,all_features,3,validation,fatigue,alert,13,zero_fill_baseline,60,14
xgboost,all_features,3,validation,fatigue,fatigue,0,zero_fill_baseline,60,14
xgboost,all_features,3,validation,fatigue,distraction,0,zero_fill_baseline,60,14
xgboost,all_features,3,validation,distraction,alert,87,zero_fill_baseline,60,14
xgboost,all_features,3,validation,distraction,fatigue,3,zero_fill_baseline,60,14
xgboost,all_features,3,validation,distraction,distraction,62,zero_fill_baseline,60,14
xgboost,all_features,3,test,alert,alert,1255,zero_fill_baseline,60,14
xgboost,all_features,3,test,alert,fatigue,6,zero_fill_baseline,60,14
xgboost,all_features,3,test,alert,distraction,106,zero_fill_baseline,60,14
xgboost,all_features,3,test,fatigue,alert,16,zero_fill_baseline,60,14
xgboost,all_features,3,test,fatigue,fatigue,0,zero_fill_baseline,60,14
xgboost,all_features,3,test,fatigue,distraction,5,zero_fill_baseline,60,14
xgboost,all_features,3,test,distraction,alert,41,zero_fill_baseline,60,14
xgboost,all_features,3,test,distraction,fatigue,0,zero_fill_baseline,60,14
xgboost,all_features,3,test,distraction,distraction,71,zero_fill_baseline,60,14
svm,all_features,4,validation,alert,alert,775,zero_fill_baseline,60,14
svm,all_features,4,validation,alert,fatigue,62,zero_fill_baseline,60,14
svm,all_features,4,validation,alert,distraction,175,zero_fill_baseline,60,14
svm,all_features,4,validation,fatigue,alert,15,zero_fill_baseline,60,14
svm,all_features,4,validation,fatigue,fatigue,2,zero_fill_baseline,60,14
svm,all_features,4,validation,fatigue,distraction,0,zero_fill_baseline,60,14
svm,all_features,4,validation,distraction,alert,40,zero_fill_baseline,60,14
svm,all_features,4,validation,distraction,fatigue,13,zero_fill_baseline,60,14
svm,all_features,4,validation,distraction,distraction,43,zero_fill_baseline,60,14
svm,all_features,4,test,alert,alert,659,zero_fill_baseline,60,14
svm,all_features,4,test,alert,fatigue,112,zero_fill_baseline,60,14
svm,all_features,4,test,alert,distraction,186,zero_fill_baseline,60,14
svm,all_features,4,test,fatigue,alert,0,zero_fill_baseline,60,14
svm,all_features,4,test,fatigue,fatigue,0,zero_fill_baseline,60,14
svm,all_features,4,test,fatigue,distraction,0,zero_fill_baseline,60,14
svm,all_features,4,test,distraction,alert,71,zero_fill_baseline,60,14
svm,all_features,4,test,distraction,fatigue,7,zero_fill_baseline,60,14
svm,all_features,4,test,distraction,distraction,60,zero_fill_baseline,60,14
random_forest,all_features,4,validation,alert,alert,880,zero_fill_baseline,60,14
random_forest,all_features,4,validation,alert,fatigue,6,zero_fill_baseline,60,14
random_forest,all_features,4,validation,alert,distraction,126,zero_fill_baseline,60,14
random_forest,all_features,4,validation,fatigue,alert,17,zero_fill_baseline,60,14
random_forest,all_features,4,validation,fatigue,fatigue,0,zero_fill_baseline,60,14
random_forest,all_features,4,validation,fatigue,distraction,0,zero_fill_baseline,60,14
random_forest,all_features,4,validation,distraction,alert,49,zero_fill_baseline,60,14
random_forest,all_features,4,validation,distraction,fatigue,0,zero_fill_baseline,60,14
random_forest,all_features,4,validation,distraction,distraction,47,zero_fill_baseline,60,14
random_forest,all_features,4,test,alert,alert,788,zero_fill_baseline,60,14
random_forest,all_features,4,test,alert,fatigue,1,zero_fill_baseline,60,14
random_forest,all_features,4,test,alert,distraction,168,zero_fill_baseline,60,14
random_forest,all_features,4,test,fatigue,alert,0,zero_fill_baseline,60,14
random_forest,all_features,4,test,fatigue,fatigue,0,zero_fill_baseline,60,14
random_forest,all_features,4,test,fatigue,distraction,0,zero_fill_baseline,60,14
random_forest,all_features,4,test,distraction,alert,90,zero_fill_baseline,60,14
random_forest,all_features,4,test,distraction,fatigue,0,zero_fill_baseline,60,14
random_forest,all_features,4,test,distraction,distraction,48,zero_fill_baseline,60,14
xgboost,all_features,4,validation,alert,alert,841,zero_fill_baseline,60,14
xgboost,all_features,4,validation,alert,fatigue,19,zero_fill_baseline,60,14
xgboost,all_features,4,validation,alert,distraction,152,zero_fill_baseline,60,14
xgboost,all_features,4,validation,fatigue,alert,16,zero_fill_baseline,60,14
xgboost,all_features,4,validation,fatigue,fatigue,0,zero_fill_baseline,60,14
xgboost,all_features,4,validation,fatigue,distraction,1,zero_fill_baseline,60,14
xgboost,all_features,4,validation,distraction,alert,45,zero_fill_baseline,60,14
xgboost,all_features,4,validation,distraction,fatigue,3,zero_fill_baseline,60,14
xgboost,all_features,4,validation,distraction,distraction,48,zero_fill_baseline,60,14
xgboost,all_features,4,test,alert,alert,738,zero_fill_baseline,60,14
xgboost,all_features,4,test,alert,fatigue,22,zero_fill_baseline,60,14
xgboost,all_features,4,test,alert,distraction,197,zero_fill_baseline,60,14
xgboost,all_features,4,test,fatigue,alert,0,zero_fill_baseline,60,14
xgboost,all_features,4,test,fatigue,fatigue,0,zero_fill_baseline,60,14
xgboost,all_features,4,test,fatigue,distraction,0,zero_fill_baseline,60,14
xgboost,all_features,4,test,distraction,alert,76,zero_fill_baseline,60,14
xgboost,all_features,4,test,distraction,fatigue,1,zero_fill_baseline,60,14
xgboost,all_features,4,test,distraction,distraction,61,zero_fill_baseline,60,14
svm,all_features,1,validation,alert,alert,813,short_gap_interpolation,60,14
svm,all_features,1,validation,alert,fatigue,13,short_gap_interpolation,60,14
svm,all_features,1,validation,alert,distraction,188,short_gap_interpolation,60,14
svm,all_features,1,validation,fatigue,alert,4,short_gap_interpolation,60,14
svm,all_features,1,validation,fatigue,fatigue,0,short_gap_interpolation,60,14
svm,all_features,1,validation,fatigue,distraction,0,short_gap_interpolation,60,14
svm,all_features,1,validation,distraction,alert,85,short_gap_interpolation,60,14
svm,all_features,1,validation,distraction,fatigue,4,short_gap_interpolation,60,14
svm,all_features,1,validation,distraction,distraction,73,short_gap_interpolation,60,14
svm,all_features,1,test,alert,alert,852,short_gap_interpolation,60,14
svm,all_features,1,test,alert,fatigue,13,short_gap_interpolation,60,14
svm,all_features,1,test,alert,distraction,223,short_gap_interpolation,60,14
svm,all_features,1,test,fatigue,alert,40,short_gap_interpolation,60,14
svm,all_features,1,test,fatigue,fatigue,1,short_gap_interpolation,60,14
svm,all_features,1,test,fatigue,distraction,26,short_gap_interpolation,60,14
svm,all_features,1,test,distraction,alert,110,short_gap_interpolation,60,14
svm,all_features,1,test,distraction,fatigue,3,short_gap_interpolation,60,14
svm,all_features,1,test,distraction,distraction,266,short_gap_interpolation,60,14
random_forest,all_features,1,validation,alert,alert,936,short_gap_interpolation,60,14
random_forest,all_features,1,validation,alert,fatigue,0,short_gap_interpolation,60,14
random_forest,all_features,1,validation,alert,distraction,78,short_gap_interpolation,60,14
random_forest,all_features,1,validation,fatigue,alert,4,short_gap_interpolation,60,14
random_forest,all_features,1,validation,fatigue,fatigue,0,short_gap_interpolation,60,14
random_forest,all_features,1,validation,fatigue,distraction,0,short_gap_interpolation,60,14
random_forest,all_features,1,validation,distraction,alert,109,short_gap_interpolation,60,14
random_forest,all_features,1,validation,distraction,fatigue,0,short_gap_interpolation,60,14
random_forest,all_features,1,validation,distraction,distraction,53,short_gap_interpolation,60,14
random_forest,all_features,1,test,alert,alert,1009,short_gap_interpolation,60,14
random_forest,all_features,1,test,alert,fatigue,0,short_gap_interpolation,60,14
random_forest,all_features,1,test,alert,distraction,79,short_gap_interpolation,60,14
random_forest,all_features,1,test,fatigue,alert,48,short_gap_interpolation,60,14
random_forest,all_features,1,test,fatigue,fatigue,0,short_gap_interpolation,60,14
random_forest,all_features,1,test,fatigue,distraction,19,short_gap_interpolation,60,14
random_forest,all_features,1,test,distraction,alert,147,short_gap_interpolation,60,14
random_forest,all_features,1,test,distraction,fatigue,0,short_gap_interpolation,60,14
random_forest,all_features,1,test,distraction,distraction,232,short_gap_interpolation,60,14
xgboost,all_features,1,validation,alert,alert,866,short_gap_interpolation,60,14
xgboost,all_features,1,validation,alert,fatigue,8,short_gap_interpolation,60,14
xgboost,all_features,1,validation,alert,distraction,140,short_gap_interpolation,60,14
xgboost,all_features,1,validation,fatigue,alert,4,short_gap_interpolation,60,14
xgboost,all_features,1,validation,fatigue,fatigue,0,short_gap_interpolation,60,14
xgboost,all_features,1,validation,fatigue,distraction,0,short_gap_interpolation,60,14
xgboost,all_features,1,validation,distraction,alert,92,short_gap_interpolation,60,14
xgboost,all_features,1,validation,distraction,fatigue,4,short_gap_interpolation,60,14
xgboost,all_features,1,validation,distraction,distraction,66,short_gap_interpolation,60,14
xgboost,all_features,1,test,alert,alert,957,short_gap_interpolation,60,14
xgboost,all_features,1,test,alert,fatigue,2,short_gap_interpolation,60,14
xgboost,all_features,1,test,alert,distraction,129,short_gap_interpolation,60,14
xgboost,all_features,1,test,fatigue,alert,42,short_gap_interpolation,60,14
xgboost,all_features,1,test,fatigue,fatigue,0,short_gap_interpolation,60,14
xgboost,all_features,1,test,fatigue,distraction,25,short_gap_interpolation,60,14
xgboost,all_features,1,test,distraction,alert,110,short_gap_interpolation,60,14
xgboost,all_features,1,test,distraction,fatigue,0,short_gap_interpolation,60,14
xgboost,all_features,1,test,distraction,distraction,269,short_gap_interpolation,60,14
svm,all_features,2,validation,alert,alert,851,short_gap_interpolation,60,14
svm,all_features,2,validation,alert,fatigue,53,short_gap_interpolation,60,14
svm,all_features,2,validation,alert,distraction,176,short_gap_interpolation,60,14
svm,all_features,2,validation,fatigue,alert,16,short_gap_interpolation,60,14
svm,all_features,2,validation,fatigue,fatigue,0,short_gap_interpolation,60,14
svm,all_features,2,validation,fatigue,distraction,1,short_gap_interpolation,60,14
svm,all_features,2,validation,distraction,alert,34,short_gap_interpolation,60,14
svm,all_features,2,validation,distraction,fatigue,5,short_gap_interpolation,60,14
svm,all_features,2,validation,distraction,distraction,37,short_gap_interpolation,60,14
svm,all_features,2,test,alert,alert,1401,short_gap_interpolation,60,14
svm,all_features,2,test,alert,fatigue,40,short_gap_interpolation,60,14
svm,all_features,2,test,alert,distraction,130,short_gap_interpolation,60,14
svm,all_features,2,test,fatigue,alert,0,short_gap_interpolation,60,14
svm,all_features,2,test,fatigue,fatigue,0,short_gap_interpolation,60,14
svm,all_features,2,test,fatigue,distraction,0,short_gap_interpolation,60,14
svm,all_features,2,test,distraction,alert,97,short_gap_interpolation,60,14
svm,all_features,2,test,distraction,fatigue,11,short_gap_interpolation,60,14
svm,all_features,2,test,distraction,distraction,185,short_gap_interpolation,60,14
random_forest,all_features,2,validation,alert,alert,958,short_gap_interpolation,60,14
random_forest,all_features,2,validation,alert,fatigue,3,short_gap_interpolation,60,14
random_forest,all_features,2,validation,alert,distraction,119,short_gap_interpolation,60,14
random_forest,all_features,2,validation,fatigue,alert,17,short_gap_interpolation,60,14
random_forest,all_features,2,validation,fatigue,fatigue,0,short_gap_interpolation,60,14
random_forest,all_features,2,validation,fatigue,distraction,0,short_gap_interpolation,60,14
random_forest,all_features,2,validation,distraction,alert,43,short_gap_interpolation,60,14
random_forest,all_features,2,validation,distraction,fatigue,0,short_gap_interpolation,60,14
random_forest,all_features,2,validation,distraction,distraction,33,short_gap_interpolation,60,14
random_forest,all_features,2,test,alert,alert,1460,short_gap_interpolation,60,14
random_forest,all_features,2,test,alert,fatigue,1,short_gap_interpolation,60,14
random_forest,all_features,2,test,alert,distraction,110,short_gap_interpolation,60,14
random_forest,all_features,2,test,fatigue,alert,0,short_gap_interpolation,60,14
random_forest,all_features,2,test,fatigue,fatigue,0,short_gap_interpolation,60,14
random_forest,all_features,2,test,fatigue,distraction,0,short_gap_interpolation,60,14
random_forest,all_features,2,test,distraction,alert,108,short_gap_interpolation,60,14
random_forest,all_features,2,test,distraction,fatigue,0,short_gap_interpolation,60,14
random_forest,all_features,2,test,distraction,distraction,185,short_gap_interpolation,60,14
xgboost,all_features,2,validation,alert,alert,917,short_gap_interpolation,60,14
xgboost,all_features,2,validation,alert,fatigue,12,short_gap_interpolation,60,14
xgboost,all_features,2,validation,alert,distraction,151,short_gap_interpolation,60,14
xgboost,all_features,2,validation,fatigue,alert,16,short_gap_interpolation,60,14
xgboost,all_features,2,validation,fatigue,fatigue,0,short_gap_interpolation,60,14
xgboost,all_features,2,validation,fatigue,distraction,1,short_gap_interpolation,60,14
xgboost,all_features,2,validation,distraction,alert,45,short_gap_interpolation,60,14
xgboost,all_features,2,validation,distraction,fatigue,0,short_gap_interpolation,60,14
xgboost,all_features,2,validation,distraction,distraction,31,short_gap_interpolation,60,14
xgboost,all_features,2,test,alert,alert,1445,short_gap_interpolation,60,14
xgboost,all_features,2,test,alert,fatigue,4,short_gap_interpolation,60,14
xgboost,all_features,2,test,alert,distraction,122,short_gap_interpolation,60,14
xgboost,all_features,2,test,fatigue,alert,0,short_gap_interpolation,60,14
xgboost,all_features,2,test,fatigue,fatigue,0,short_gap_interpolation,60,14
xgboost,all_features,2,test,fatigue,distraction,0,short_gap_interpolation,60,14
xgboost,all_features,2,test,distraction,alert,109,short_gap_interpolation,60,14
xgboost,all_features,2,test,distraction,fatigue,1,short_gap_interpolation,60,14
xgboost,all_features,2,test,distraction,distraction,183,short_gap_interpolation,60,14
svm,all_features,3,validation,alert,alert,808,short_gap_interpolation,60,14
svm,all_features,3,validation,alert,fatigue,18,short_gap_interpolation,60,14
svm,all_features,3,validation,alert,distraction,160,short_gap_interpolation,60,14
svm,all_features,3,validation,fatigue,alert,13,short_gap_interpolation,60,14
svm,all_features,3,validation,fatigue,fatigue,0,short_gap_interpolation,60,14
svm,all_features,3,validation,fatigue,distraction,0,short_gap_interpolation,60,14
svm,all_features,3,validation,distraction,alert,91,short_gap_interpolation,60,14
svm,all_features,3,validation,distraction,fatigue,4,short_gap_interpolation,60,14
svm,all_features,3,validation,distraction,distraction,57,short_gap_interpolation,60,14
svm,all_features,3,test,alert,alert,1270,short_gap_interpolation,60,14
svm,all_features,3,test,alert,fatigue,2,short_gap_interpolation,60,14
svm,all_features,3,test,alert,distraction,95,short_gap_interpolation,60,14
svm,all_features,3,test,fatigue,alert,18,short_gap_interpolation,60,14
svm,all_features,3,test,fatigue,fatigue,0,short_gap_interpolation,60,14
svm,all_features,3,test,fatigue,distraction,3,short_gap_interpolation,60,14
svm,all_features,3,test,distraction,alert,53,short_gap_interpolation,60,14
svm,all_features,3,test,distraction,fatigue,5,short_gap_interpolation,60,14
svm,all_features,3,test,distraction,distraction,54,short_gap_interpolation,60,14
random_forest,all_features,3,validation,alert,alert,872,short_gap_interpolation,60,14
random_forest,all_features,3,validation,alert,fatigue,7,short_gap_interpolation,60,14
random_forest,all_features,3,validation,alert,distraction,107,short_gap_interpolation,60,14
random_forest,all_features,3,validation,fatigue,alert,13,short_gap_interpolation,60,14
random_forest,all_features,3,validation,fatigue,fatigue,0,short_gap_interpolation,60,14
random_forest,all_features,3,validation,fatigue,distraction,0,short_gap_interpolation,60,14
random_forest,all_features,3,validation,distraction,alert,106,short_gap_interpolation,60,14
random_forest,all_features,3,validation,distraction,fatigue,0,short_gap_interpolation,60,14
random_forest,all_features,3,validation,distraction,distraction,46,short_gap_interpolation,60,14
random_forest,all_features,3,test,alert,alert,1297,short_gap_interpolation,60,14
random_forest,all_features,3,test,alert,fatigue,0,short_gap_interpolation,60,14
random_forest,all_features,3,test,alert,distraction,70,short_gap_interpolation,60,14
random_forest,all_features,3,test,fatigue,alert,20,short_gap_interpolation,60,14
random_forest,all_features,3,test,fatigue,fatigue,0,short_gap_interpolation,60,14
random_forest,all_features,3,test,fatigue,distraction,1,short_gap_interpolation,60,14
random_forest,all_features,3,test,distraction,alert,61,short_gap_interpolation,60,14
random_forest,all_features,3,test,distraction,fatigue,0,short_gap_interpolation,60,14
random_forest,all_features,3,test,distraction,distraction,51,short_gap_interpolation,60,14
xgboost,all_features,3,validation,alert,alert,809,short_gap_interpolation,60,14
xgboost,all_features,3,validation,alert,fatigue,17,short_gap_interpolation,60,14
xgboost,all_features,3,validation,alert,distraction,160,short_gap_interpolation,60,14
xgboost,all_features,3,validation,fatigue,alert,13,short_gap_interpolation,60,14
xgboost,all_features,3,validation,fatigue,fatigue,0,short_gap_interpolation,60,14
xgboost,all_features,3,validation,fatigue,distraction,0,short_gap_interpolation,60,14
xgboost,all_features,3,validation,distraction,alert,94,short_gap_interpolation,60,14
xgboost,all_features,3,validation,distraction,fatigue,0,short_gap_interpolation,60,14
xgboost,all_features,3,validation,distraction,distraction,58,short_gap_interpolation,60,14
xgboost,all_features,3,test,alert,alert,1238,short_gap_interpolation,60,14
xgboost,all_features,3,test,alert,fatigue,3,short_gap_interpolation,60,14
xgboost,all_features,3,test,alert,distraction,126,short_gap_interpolation,60,14
xgboost,all_features,3,test,fatigue,alert,19,short_gap_interpolation,60,14
xgboost,all_features,3,test,fatigue,fatigue,0,short_gap_interpolation,60,14
xgboost,all_features,3,test,fatigue,distraction,2,short_gap_interpolation,60,14
xgboost,all_features,3,test,distraction,alert,53,short_gap_interpolation,60,14
xgboost,all_features,3,test,distraction,fatigue,4,short_gap_interpolation,60,14
xgboost,all_features,3,test,distraction,distraction,55,short_gap_interpolation,60,14
svm,all_features,4,validation,alert,alert,815,short_gap_interpolation,60,14
svm,all_features,4,validation,alert,fatigue,47,short_gap_interpolation,60,14
svm,all_features,4,validation,alert,distraction,150,short_gap_interpolation,60,14
svm,all_features,4,validation,fatigue,alert,15,short_gap_interpolation,60,14
svm,all_features,4,validation,fatigue,fatigue,1,short_gap_interpolation,60,14
svm,all_features,4,validation,fatigue,distraction,1,short_gap_interpolation,60,14
svm,all_features,4,validation,distraction,alert,47,short_gap_interpolation,60,14
svm,all_features,4,validation,distraction,fatigue,7,short_gap_interpolation,60,14
svm,all_features,4,validation,distraction,distraction,42,short_gap_interpolation,60,14
svm,all_features,4,test,alert,alert,697,short_gap_interpolation,60,14
svm,all_features,4,test,alert,fatigue,48,short_gap_interpolation,60,14
svm,all_features,4,test,alert,distraction,212,short_gap_interpolation,60,14
svm,all_features,4,test,fatigue,alert,0,short_gap_interpolation,60,14
svm,all_features,4,test,fatigue,fatigue,0,short_gap_interpolation,60,14
svm,all_features,4,test,fatigue,distraction,0,short_gap_interpolation,60,14
svm,all_features,4,test,distraction,alert,77,short_gap_interpolation,60,14
svm,all_features,4,test,distraction,fatigue,5,short_gap_interpolation,60,14
svm,all_features,4,test,distraction,distraction,56,short_gap_interpolation,60,14
random_forest,all_features,4,validation,alert,alert,894,short_gap_interpolation,60,14
random_forest,all_features,4,validation,alert,fatigue,3,short_gap_interpolation,60,14
random_forest,all_features,4,validation,alert,distraction,115,short_gap_interpolation,60,14
random_forest,all_features,4,validation,fatigue,alert,17,short_gap_interpolation,60,14
random_forest,all_features,4,validation,fatigue,fatigue,0,short_gap_interpolation,60,14
random_forest,all_features,4,validation,fatigue,distraction,0,short_gap_interpolation,60,14
random_forest,all_features,4,validation,distraction,alert,51,short_gap_interpolation,60,14
random_forest,all_features,4,validation,distraction,fatigue,0,short_gap_interpolation,60,14
random_forest,all_features,4,validation,distraction,distraction,45,short_gap_interpolation,60,14
random_forest,all_features,4,test,alert,alert,783,short_gap_interpolation,60,14
random_forest,all_features,4,test,alert,fatigue,3,short_gap_interpolation,60,14
random_forest,all_features,4,test,alert,distraction,171,short_gap_interpolation,60,14
random_forest,all_features,4,test,fatigue,alert,0,short_gap_interpolation,60,14
random_forest,all_features,4,test,fatigue,fatigue,0,short_gap_interpolation,60,14
random_forest,all_features,4,test,fatigue,distraction,0,short_gap_interpolation,60,14
random_forest,all_features,4,test,distraction,alert,82,short_gap_interpolation,60,14
random_forest,all_features,4,test,distraction,fatigue,0,short_gap_interpolation,60,14
random_forest,all_features,4,test,distraction,distraction,56,short_gap_interpolation,60,14
xgboost,all_features,4,validation,alert,alert,856,short_gap_interpolation,60,14
xgboost,all_features,4,validation,alert,fatigue,10,short_gap_interpolation,60,14
xgboost,all_features,4,validation,alert,distraction,146,short_gap_interpolation,60,14
xgboost,all_features,4,validation,fatigue,alert,16,short_gap_interpolation,60,14
xgboost,all_features,4,validation,fatigue,fatigue,0,short_gap_interpolation,60,14
xgboost,all_features,4,validation,fatigue,distraction,1,short_gap_interpolation,60,14
xgboost,all_features,4,validation,distraction,alert,47,short_gap_interpolation,60,14
xgboost,all_features,4,validation,distraction,fatigue,2,short_gap_interpolation,60,14
xgboost,all_features,4,validation,distraction,distraction,47,short_gap_interpolation,60,14
xgboost,all_features,4,test,alert,alert,739,short_gap_interpolation,60,14
xgboost,all_features,4,test,alert,fatigue,14,short_gap_interpolation,60,14
xgboost,all_features,4,test,alert,distraction,204,short_gap_interpolation,60,14
xgboost,all_features,4,test,fatigue,alert,0,short_gap_interpolation,60,14
xgboost,all_features,4,test,fatigue,fatigue,0,short_gap_interpolation,60,14
xgboost,all_features,4,test,fatigue,distraction,0,short_gap_interpolation,60,14
xgboost,all_features,4,test,distraction,alert,78,short_gap_interpolation,60,14
xgboost,all_features,4,test,distraction,fatigue,3,short_gap_interpolation,60,14
xgboost,all_features,4,test,distraction,distraction,57,short_gap_interpolation,60,14
svm,all_features,1,validation,alert,alert,823,short_gap_interpolation_with_flags,60,17
svm,all_features,1,validation,alert,fatigue,15,short_gap_interpolation_with_flags,60,17
svm,all_features,1,validation,alert,distraction,176,short_gap_interpolation_with_flags,60,17
svm,all_features,1,validation,fatigue,alert,4,short_gap_interpolation_with_flags,60,17
svm,all_features,1,validation,fatigue,fatigue,0,short_gap_interpolation_with_flags,60,17
svm,all_features,1,validation,fatigue,distraction,0,short_gap_interpolation_with_flags,60,17
svm,all_features,1,validation,distraction,alert,92,short_gap_interpolation_with_flags,60,17
svm,all_features,1,validation,distraction,fatigue,2,short_gap_interpolation_with_flags,60,17
svm,all_features,1,validation,distraction,distraction,68,short_gap_interpolation_with_flags,60,17
svm,all_features,1,test,alert,alert,829,short_gap_interpolation_with_flags,60,17
svm,all_features,1,test,alert,fatigue,20,short_gap_interpolation_with_flags,60,17
svm,all_features,1,test,alert,distraction,239,short_gap_interpolation_with_flags,60,17
