model,ablation,fold,subset,num_windows,accuracy,balanced_accuracy,macro_f1_present_classes,macro_f1_all_classes,present_classes,absent_classes,train_seconds,resumed_checkpoint,preprocessing,window_size_frames,num_features
random_forest,all_features,3,validation,1151,0.7932232841007819,0.382851144087399,0.38433487416538265,0.38433487416538265,"[""alert"", ""fatigue"", ""distraction""]",[],1.1513186000011046,True,short_gap_interpolation_with_flags,60,17
random_forest,all_features,3,test,1500,0.8946666666666667,0.45292524471383283,0.4506768099436807,0.4506768099436807,"[""alert"", ""fatigue"", ""distraction""]",[],1.1513186000011046,True,short_gap_interpolation_with_flags,60,17
xgboost,all_features,3,validation,1151,0.7280625543006082,0.3760453364648945,0.37653843254130054,0.37653843254130054,"[""alert"", ""fatigue"", ""distraction""]",[],1.2148670999995375,True,short_gap_interpolation_with_flags,60,17
xgboost,all_features,3,test,1500,0.8646666666666667,0.47200813390462254,0.44446296972616106,0.44446296972616106,"[""alert"", ""fatigue"", ""distraction""]",[],1.2148670999995375,True,short_gap_interpolation_with_flags,60,17
svm,all_features,4,validation,1125,0.7751111111111111,0.46720481670929237,0.4147658100501745,0.4147658100501745,"[""alert"", ""fatigue"", ""distraction""]",[],0.3460804000005737,True,short_gap_interpolation_with_flags,60,17
svm,all_features,4,test,1095,0.7342465753424657,0.5906024260596974,0.5769660235451153,0.3846440156967435,"[""alert"", ""distraction""]","[""fatigue""]",0.3460804000005737,True,short_gap_interpolation_with_flags,60,17
random_forest,all_features,4,validation,1125,0.8231111111111111,0.4370059288537549,0.4075004440384664,0.4075004440384664,"[""alert"", ""fatigue"", ""distraction""]",[],1.165923099999418,True,short_gap_interpolation_with_flags,60,17
random_forest,all_features,4,test,1095,0.7579908675799086,0.6041865430920903,0.5776821766859126,0.38512145112394175,"[""alert"", ""distraction""]","[""fatigue""]",1.165923099999418,True,short_gap_interpolation_with_flags,60,17
xgboost,all_features,4,validation,1125,0.7884444444444444,0.42730292050944224,0.39053628131940643,0.39053628131940643,"[""alert"", ""fatigue"", ""distraction""]",[],4.969743199999357,True,short_gap_interpolation_with_flags,60,17
xgboost,all_features,4,test,1095,0.7187214611872146,0.5724183362864023,0.548451432106853,0.3656342880712353,"[""alert"", ""distraction""]","[""fatigue""]",4.969743199999357,True,short_gap_interpolation_with_flags,60,17
svm,all_features,1,validation,1155,0.7437229437229437,0.397449061965191,0.3902617763758394,0.3902617763758394,"[""alert"", ""fatigue"", ""distraction""]",[],0.1939524999997957,True,zero_fill_baseline,150,14
svm,all_features,1,test,1528,0.7421465968586387,0.5041626000390397,0.47586632961096736,0.47586632961096736,"[""alert"", ""fatigue"", ""distraction""]",[],0.1939524999997957,True,zero_fill_baseline,150,14
random_forest,all_features,1,validation,1155,0.8467532467532467,0.3935505397870989,0.4071780065513659,0.4071780065513659,"[""alert"", ""fatigue"", ""distraction""]",[],1.0712634999999864,True,zero_fill_baseline,150,14
random_forest,all_features,1,test,1528,0.7990837696335078,0.49186023814171387,0.49730851885080013,0.49730851885080013,"[""alert"", ""fatigue"", ""distraction""]",[],1.0712634999999864,True,zero_fill_baseline,150,14
xgboost,all_features,1,validation,1155,0.8,0.41732054635280447,0.415992059799634,0.415992059799634,"[""alert"", ""fatigue"", ""distraction""]",[],2.5418309000015142,True,zero_fill_baseline,150,14
xgboost,all_features,1,test,1528,0.7977748691099477,0.5208650530288242,0.5104817153265068,0.5104817153265068,"[""alert"", ""fatigue"", ""distraction""]",[],2.5418309000015142,True,zero_fill_baseline,150,14
svm,all_features,2,validation,1160,0.7543103448275862,0.4141711543946181,0.37138681400421164,0.37138681400421164,"[""alert"", ""fatigue"", ""distraction""]",[],0.1450801999999385,True,zero_fill_baseline,150,14
svm,all_features,2,test,1841,0.8517110266159695,0.7709918788210604,0.7786375896037961,0.5190917264025308,"[""alert"", ""distraction""]","[""fatigue""]",0.1450801999999385,True,zero_fill_baseline,150,14
random_forest,all_features,2,validation,1160,0.8344827586206897,0.4262586608955324,0.3937097586179486,0.3937097586179486,"[""alert"", ""fatigue"", ""distraction""]",[],1.077046500000506,True,zero_fill_baseline,150,14
random_forest,all_features,2,test,1841,0.8837588267246062,0.7869844420111325,0.7901228613523591,0.5267485742349061,"[""alert"", ""distraction""]","[""fatigue""]",1.077046500000506,True,zero_fill_baseline,150,14
xgboost,all_features,2,validation,1160,0.7551724137931034,0.40609324408207087,0.3653598104208537,0.3653598104208537,"[""alert"", ""fatigue"", ""distraction""]",[],1.2205867000011494,True,zero_fill_baseline,150,14
xgboost,all_features,2,test,1841,0.8647474198804997,0.7772253399032758,0.7808849933890449,0.5205899955926966,"[""alert"", ""distraction""]","[""fatigue""]",1.2205867000011494,True,zero_fill_baseline,150,14
svm,all_features,3,validation,1125,0.744,0.3993523362157931,0.38729189124446045,0.38729189124446045,"[""alert"", ""fatigue"", ""distraction""]",[],0.18508960000144725,True,zero_fill_baseline,150,14
svm,all_features,3,test,1493,0.8941728064300067,0.48843274126292996,0.46419034676437915,0.46419034676437915,"[""alert"", ""fatigue"", ""distraction""]",[],0.18508960000144725,True,zero_fill_baseline,150,14
random_forest,all_features,3,validation,1125,0.8142222222222222,0.3874310522757198,0.3892397397256415,0.3892397397256415,"[""alert"", ""fatigue"", ""distraction""]",[],1.1179575999994995,True,zero_fill_baseline,150,14
random_forest,all_features,3,test,1493,0.9015405224380442,0.4447116824475315,0.44565457615431536,0.44565457615431536,"[""alert"", ""fatigue"", ""distraction""]",[],1.1179575999994995,True,zero_fill_baseline,150,14
xgboost,all_features,3,validation,1125,0.7368888888888889,0.3868260915981638,0.37379668138414157,0.37379668138414157,"[""alert"", ""fatigue"", ""distraction""]",[],1.590195800001311,True,zero_fill_baseline,150,14
xgboost,all_features,3,test,1493,0.9082384460817147,0.5515700232681365,0.5036167683882776,0.5036167683882776,"[""alert"", ""fatigue"", ""distraction""]",[],1.590195800001311,True,zero_fill_baseline,150,14
svm,all_features,4,validation,1105,0.746606334841629,0.4143251957623215,0.3793615904829353,0.3793615904829353,"[""alert"", ""fatigue"", ""distraction""]",[],0.1889842000000499,True,zero_fill_baseline,150,14
svm,all_features,4,test,1076,0.6747211895910781,0.5330134981297772,0.5239960186262359,0.34933067908415727,"[""alert"", ""distraction""]","[""fatigue""]",0.1889842000000499,True,zero_fill_baseline,150,14
random_forest,all_features,4,validation,1105,0.8289592760180996,0.45791932618279924,0.4183470473546809,0.4183470473546809,"[""alert"", ""fatigue"", ""distraction""]",[],1.164119799999753,True,zero_fill_baseline,150,14
random_forest,all_features,4,test,1076,0.7760223048327137,0.567401203447715,0.5566012002182215,0.37106746681214764,"[""alert"", ""distraction""]","[""fatigue""]",1.164119799999753,True,zero_fill_baseline,150,14
xgboost,all_features,4,validation,1105,0.7592760180995475,0.41898254772506266,0.38438126548859913,0.38438126548859913,"[""alert"", ""fatigue"", ""distraction""]",[],1.3710374000002048,True,zero_fill_baseline,150,14
xgboost,all_features,4,test,1076,0.6830855018587361,0.5311351439258416,0.5297896625914565,0.35319310839430434,"[""alert"", ""distraction""]","[""fatigue""]",1.3710374000002048,True,zero_fill_baseline,150,14
svm,all_features,1,validation,1155,0.7722943722943723,0.4120938142443518,0.40260132058287795,0.40260132058287795,"[""alert"", ""fatigue"", ""distraction""]",[],0.1502118000007613,True,short_gap_interpolation,150,14
svm,all_features,1,test,1528,0.7617801047120419,0.494173335935975,0.48106820252393306,0.48106820252393306,"[""alert"", ""fatigue"", ""distraction""]",[],0.1502118000007613,True,short_gap_interpolation,150,14
random_forest,all_features,1,validation,1155,0.8458874458874459,0.38776626088454047,0.39932643603836615,0.39932643603836615,"[""alert"", ""fatigue"", ""distraction""]",[],1.0902179000004253,True,short_gap_interpolation,150,14
random_forest,all_features,1,test,1528,0.805628272251309,0.4984026286680981,0.5043463989073921,0.5043463989073921,"[""alert"", ""fatigue"", ""distraction""]",[],1.0902179000004253,True,short_gap_interpolation,150,14
xgboost,all_features,1,validation,1155,0.7974025974025974,0.3908833564747543,0.393388806565599,0.393388806565599,"[""alert"", ""fatigue"", ""distraction""]",[],2.9223697999987053,True,short_gap_interpolation,150,14
xgboost,all_features,1,test,1528,0.8082460732984293,0.5164665885874162,0.5145693052697252,0.5145693052697252,"[""alert"", ""fatigue"", ""distraction""]",[],2.9223697999987053,True,short_gap_interpolation,150,14
svm,all_features,2,validation,1160,0.7586206896551724,0.40314057073833615,0.3651551403288899,0.3651551403288899,"[""alert"", ""fatigue"", ""distraction""]",[],0.13619049999942945,True,short_gap_interpolation,150,14
svm,all_features,2,test,1841,0.8598587724063009,0.7685053380782918,0.7775528776752652,0.5183685851168435,"[""alert"", ""distraction""]","[""fatigue""]",0.13619049999942945,True,short_gap_interpolation,150,14
random_forest,all_features,2,validation,1160,0.8620689655172413,0.3816665827839012,0.371210062367165,0.371210062367165,"[""alert"", ""fatigue"", ""distraction""]",[],1.096302599999035,True,short_gap_interpolation,150,14
random_forest,all_features,2,test,1841,0.8978815860945139,0.7719762295829912,0.7898003894839338,0.5265335929892893,"[""alert"", ""distraction""]","[""fatigue""]",1.096302599999035,True,short_gap_interpolation,150,14
xgboost,all_features,2,validation,1160,0.8189655172413793,0.4080896538997098,0.3769393291577592,0.3769393291577592,"[""alert"", ""fatigue"", ""distraction""]",[],2.6846571000005497,True,short_gap_interpolation,150,14
xgboost,all_features,2,test,1841,0.870722433460076,0.7705390546582718,0.7679664434363074,0.5119776289575383,"[""alert"", ""distraction""]","[""fatigue""]",2.6846571000005497,True,short_gap_interpolation,150,14
svm,all_features,3,validation,1125,0.7608888888888888,0.40197857727483005,0.391542768834725,0.391542768834725,"[""alert"", ""fatigue"", ""distraction""]",[],0.15890700000090874,True,short_gap_interpolation,150,14
svm,all_features,3,test,1493,0.8894842598794374,0.4577188011150275,0.44457822007345116,0.44457822007345116,"[""alert"", ""fatigue"", ""distraction""]",[],0.15890700000090874,True,short_gap_interpolation,150,14
random_forest,all_features,3,validation,1125,0.8177777777777778,0.37316821465428274,0.3756627070668339,0.3756627070668339,"[""alert"", ""fatigue"", ""distraction""]",[],1.11518740000065,True,short_gap_interpolation,150,14
random_forest,all_features,3,test,1493,0.9008707300736771,0.4386665745156311,0.4408844215341157,0.4408844215341157,"[""alert"", ""fatigue"", ""distraction""]",[],1.11518740000065,True,short_gap_interpolation,150,14
xgboost,all_features,3,validation,1125,0.7768888888888889,0.38471228781893885,0.38002861598350535,0.38002861598350535,"[""alert"", ""fatigue"", ""distraction""]",[],1.8799421999992774,True,short_gap_interpolation,150,14
xgboost,all_features,3,test,1493,0.9008707300736771,0.5372820052065336,0.49131364298650543,0.49131364298650543,"[""alert"", ""fatigue"", ""distraction""]",[],1.8799421999992774,True,short_gap_interpolation,150,14
svm,all_features,4,validation,1105,0.7728506787330317,0.4372939103478026,0.3938722762462523,0.3938722762462523,"[""alert"", ""fatigue"", ""distraction""]",[],0.17340990000047896,True,short_gap_interpolation,150,14
svm,all_features,4,test,1076,0.7156133828996283,0.5828102130427713,0.5622257601679383,0.37481717344529225,"[""alert"", ""distraction""]","[""fatigue""]",0.17340990000047896,True,short_gap_interpolation,150,14
random_forest,all_features,4,validation,1105,0.8262443438914027,0.4569213221907833,0.41284894019913265,0.41284894019913265,"[""alert"", ""fatigue"", ""distraction""]",[],1.1185493000011775,True,short_gap_interpolation,150,14
random_forest,all_features,4,test,1076,0.79182156133829,0.6029273052528866,0.584567441603927,0.38971162773595136,"[""alert"", ""distraction""]","[""fatigue""]",1.1185493000011775,True,short_gap_interpolation,150,14
xgboost,all_features,4,validation,1105,0.7773755656108597,0.4289662433375008,0.3895756225189794,0.3895756225189794,"[""alert"", ""fatigue"", ""distraction""]",[],1.910414399999354,True,short_gap_interpolation,150,14
xgboost,all_features,4,test,1076,0.7434944237918215,0.6285249634086844,0.5899517046159958,0.39330113641066383,"[""alert"", ""distraction""]","[""fatigue""]",1.910414399999354,True,short_gap_interpolation,150,14
svm,all_features,1,validation,1155,0.7818181818181819,0.3975954449072729,0.392274510325255,0.392274510325255,"[""alert"", ""fatigue"", ""distraction""]",[],0.1827211999989231,True,short_gap_interpolation_with_flags,150,17
svm,all_features,1,test,1528,0.7303664921465969,0.4597501463985945,0.45000467158740537,0.45000467158740537,"[""alert"", ""fatigue"", ""distraction""]",[],0.1827211999989231,True,short_gap_interpolation_with_flags,150,17
random_forest,all_features,1,validation,1155,0.8484848484848485,0.37968290871516674,0.3910878913885631,0.3910878913885631,"[""alert"", ""fatigue"", ""distraction""]",[],1.1112584000002244,True,short_gap_interpolation_with_flags,150,17
random_forest,all_features,1,test,1528,0.7781413612565445,0.46233001496518966,0.46895127320161967,0.46895127320161967,"[""alert"", ""fatigue"", ""distraction""]",[],1.1112584000002244,True,short_gap_interpolation_with_flags,150,17
xgboost,all_features,1,validation,1155,0.8095238095238095,0.4028221770157254,0.4087119393219492,0.4087119393219492,"[""alert"", ""fatigue"", ""distraction""]",[],2.7265924000002997,True,short_gap_interpolation_with_flags,150,17
xgboost,all_features,1,test,1528,0.793848167539267,0.5010280434641161,0.5004672189607003,0.5004672189607003,"[""alert"", ""fatigue"", ""distraction""]",[],2.7265924000002997,True,short_gap_interpolation_with_flags,150,17
svm,all_features,2,validation,1160,0.7560344827586207,0.38543291895247206,0.3561221975856122,0.3561221975856122,"[""alert"", ""fatigue"", ""distraction""]",[],0.15413249999983236,True,short_gap_interpolation_with_flags,150,17
svm,all_features,2,test,1841,0.8582292232482347,0.7675437996167533,0.7764598285833739,0.5176398857222493,"[""alert"", ""distraction""]","[""fatigue""]",0.15413249999983236,True,short_gap_interpolation_with_flags,150,17
random_forest,all_features,2,validation,1160,0.8612068965517241,0.3729679400070462,0.3643056559760609,0.3643056559760609,"[""alert"", ""fatigue"", ""distraction""]",[],1.099737799999275,True,short_gap_interpolation_with_flags,150,17
random_forest,all_features,2,test,1841,0.8392178164041282,0.5929350305684825,0.611817867937027,0.40787857862468463,"[""alert"", ""distraction""]","[""fatigue""]",1.099737799999275,True,short_gap_interpolation_with_flags,150,17
xgboost,all_features,2,validation,1160,0.8163793103448276,0.4029644169308974,0.3757244594700053,0.3757244594700053,"[""alert"", ""fatigue"", ""distraction""]",[],3.19593150000037,True,short_gap_interpolation_with_flags,150,17
xgboost,all_features,2,test,1841,0.8174904942965779,0.5947029838488913,0.6105977254694526,0.40706515031296836,"[""alert"", ""distraction""]","[""fatigue""]",3.19593150000037,True,short_gap_interpolation_with_flags,150,17
svm,all_features,3,validation,1125,0.7546666666666667,0.3937060365586041,0.38554892598962315,0.38554892598962315,"[""alert"", ""fatigue"", ""distraction""]",[],0.18018120000124327,True,short_gap_interpolation_with_flags,150,17
svm,all_features,3,test,1493,0.8928332217012726,0.467641163867579,0.453135532565554,0.453135532565554,"[""alert"", ""fatigue"", ""distraction""]",[],0.18018120000124327,True,short_gap_interpolation_with_flags,150,17
random_forest,all_features,3,validation,1125,0.8204444444444444,0.3742002063983488,0.3774544766844978,0.3774544766844978,"[""alert"", ""fatigue"", ""distraction""]",[],1.120940699998755,True,short_gap_interpolation_with_flags,150,17
random_forest,all_features,3,test,1493,0.9015405224380442,0.4534130439790817,0.452157161314138,0.452157161314138,"[""alert"", ""fatigue"", ""distraction""]",[],1.120940699998755,True,short_gap_interpolation_with_flags,150,17
xgboost,all_features,3,validation,1125,0.7688888888888888,0.3894357258935032,0.3834552416273899,0.3834552416273899,"[""alert"", ""fatigue"", ""distraction""]",[],1.5855659000008018,True,short_gap_interpolation_with_flags,150,17
xgboost,all_features,3,test,1493,0.9042196918955124,0.587810721772986,0.5114533417818437,0.5114533417818437,"[""alert"", ""fatigue"", ""distraction""]",[],1.5855659000008018,True,short_gap_interpolation_with_flags,150,17
svm,all_features,4,validation,1105,0.7656108597285067,0.4213112237064333,0.38275833324272507,0.38275833324272507,"[""alert"", ""fatigue"", ""distraction""]",[],0.24348259999896982,True,short_gap_interpolation_with_flags,150,17
svm,all_features,4,test,1076,0.7732342007434945,0.6089445438282648,0.6096442555329885,0.406429503688659,"[""alert"", ""distraction""]","[""fatigue""]",0.24348259999896982,True,short_gap_interpolation_with_flags,150,17
random_forest,all_features,4,validation,1105,0.8226244343891402,0.4589209858670937,0.41242228239069395,0.41242228239069395,"[""alert"", ""fatigue"", ""distraction""]",[],1.2078595999992103,True,short_gap_interpolation_with_flags,150,17
random_forest,all_features,4,test,1076,0.783457249070632,0.6014880468368841,0.5798952704117968,0.38659684694119784,"[""alert"", ""distraction""]","[""fatigue""]",1.2078595999992103,True,short_gap_interpolation_with_flags,150,17
xgboost,all_features,4,validation,1105,0.7565610859728507,0.4179845437330467,0.37769138267194374,0.37769138267194374,"[""alert"", ""fatigue"", ""distraction""]",[],1.3188563999992766,True,short_gap_interpolation_with_flags,150,17
xgboost,all_features,4,test,1076,0.7128252788104089,0.6243535534233209,0.5832264561568906,0.3888176374379271,"[""alert"", ""distraction""]","[""fatigue""]",1.3188563999992766,True,short_gap_interpolation_with_flags,150,17
