video_id,frame_index,clip_id,state,timestamp_seconds,backend,detector_found,presence,elapsed_ms,selected_eye,ear,mar,pitch,yaw,roll,face_mesh_detected,indicators_accepted,all_indicators_valid,detection_status,ear_valid,ear_status,mar_valid,mar_status,head_pose_valid,head_pose_status
video_01,13311,0,alert,739.2330000000001,torch_cuda,True,0.006952938623726368,23.95049999904586,None,,,,,,0,0,0,face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing
video_01,13311,0,alert,739.2330000000001,mediapipe_tracking,,,8.08550000510877,"[33, 160, 158, 133, 153, 144]",0.1459646230676216,0.003627264218431027,-32.390648819750055,-25.57844754938904,-146.87788404993432,1,1,1,both_detected,1,ok,1,ok,1,ok
video_01,13311,0,alert,739.2330000000001,mediapipe_static,,,11.534700002812315,None,,,,,,0,0,0,face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing
video_01,13312,0,alert,739.299,torch_cuda,True,0.08807207643985748,24.960800001281314,None,,,,,,0,0,0,face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing
video_01,13312,0,alert,739.299,torch_cpu,True,0.08767152577638626,48.96829999779584,None,,,,,,0,0,0,face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing
video_01,13312,0,alert,739.299,mediapipe_tracking,,,6.4062999954330735,"[33, 160, 158, 133, 153, 144]",0.17866531597445817,0.006086327539986261,-31.92720162140902,-25.38720763991578,-146.0409031813527,1,1,1,both_detected,1,ok,1,ok,1,ok
video_01,13312,0,alert,739.299,mediapipe_static,,,12.081900000339374,"[33, 160, 158, 133, 153, 144]",0.14961520563757455,0.1716887339454271,-38.52337770012615,-14.884249942164127,-160.64503003568893,1,1,1,both_detected,1,ok,1,ok,1,ok
video_01,13313,0,alert,739.366,torch_cpu,True,0.06162969768047333,42.69940000085626,None,,,,,,0,0,0,face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing
video_01,13313,0,alert,739.366,torch_cuda,True,0.06150265410542488,21.919799997704104,None,,,,,,0,0,0,face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing
video_01,13313,0,alert,739.366,mediapipe_tracking,,,8.237200003350154,"[33, 160, 158, 133, 153, 144]",0.1429339307451323,0.007176165188168184,-32.22463641767257,-25.677149579581204,-146.27123610134026,1,1,1,both_detected,1,ok,1,ok,1,ok
