model,ablation,fold,subset,label,precision,recall,f1,support,run_id,generation,configuration_id,representation,window_size_frames,seed
lstm,temporal_r1,2,validation,alert,0.9206484641638225,0.9990740740740741,0.9582593250444049,1080,G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_2__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
lstm,temporal_r1,2,validation,fatigue,0.0,0.0,0.0,17,G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_2__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
lstm,temporal_r1,2,validation,distraction,0.0,0.0,0.0,76,G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_2__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
lstm,temporal_r1,2,test,alert,0.8425577646426652,0.9980903882877148,0.9137529137529138,1571,G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_2__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
lstm,temporal_r1,2,test,fatigue,,,,0,G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_2__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
lstm,temporal_r1,2,test,distraction,0.0,0.0,0.0,293,G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_2__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
tcn,temporal_r1,2,validation,alert,0.9207161125319693,1.0,0.9587217043941412,1080,G3__qualification_r1_w60_b1024__tcn__r1__w60__fold_2__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
tcn,temporal_r1,2,validation,fatigue,0.0,0.0,0.0,17,G3__qualification_r1_w60_b1024__tcn__r1__w60__fold_2__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
tcn,temporal_r1,2,validation,distraction,0.0,0.0,0.0,76,G3__qualification_r1_w60_b1024__tcn__r1__w60__fold_2__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
tcn,temporal_r1,2,test,alert,0.8428111587982833,1.0,0.9147016011644833,1571,G3__qualification_r1_w60_b1024__tcn__r1__w60__fold_2__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
tcn,temporal_r1,2,test,fatigue,,,,0,G3__qualification_r1_w60_b1024__tcn__r1__w60__fold_2__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
tcn,temporal_r1,2,test,distraction,0.0,0.0,0.0,293,G3__qualification_r1_w60_b1024__tcn__r1__w60__fold_2__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
lstm,temporal_r1,3,validation,alert,0.8556430446194225,0.9918864097363083,0.9187411930483795,986,G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_3__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
lstm,temporal_r1,3,validation,fatigue,0.0,0.0,0.0,13,G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_3__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
lstm,temporal_r1,3,validation,distraction,0.0,0.0,0.0,152,G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_3__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
lstm,temporal_r1,3,test,alert,0.9113667117726658,0.9853694220921726,0.9469244288224956,1367,G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_3__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
lstm,temporal_r1,3,test,fatigue,0.0,0.0,0.0,21,G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_3__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
lstm,temporal_r1,3,test,distraction,0.09090909090909091,0.017857142857142856,0.029850746268656716,112,G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_3__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
tcn,temporal_r1,3,validation,alert,0.8670360110803325,0.6348884381338742,0.7330210772833724,986,G3__qualification_r1_w60_b1024__tcn__r1__w60__fold_3__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
tcn,temporal_r1,3,validation,fatigue,0.0,0.0,0.0,13,G3__qualification_r1_w60_b1024__tcn__r1__w60__fold_3__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
tcn,temporal_r1,3,validation,distraction,0.16083916083916083,0.45394736842105265,0.23752151462994836,152,G3__qualification_r1_w60_b1024__tcn__r1__w60__fold_3__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
tcn,temporal_r1,3,test,alert,0.9008908685968819,0.5918068763716167,0.7143487858719647,1367,G3__qualification_r1_w60_b1024__tcn__r1__w60__fold_3__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
tcn,temporal_r1,3,test,fatigue,0.0,0.0,0.0,21,G3__qualification_r1_w60_b1024__tcn__r1__w60__fold_3__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
tcn,temporal_r1,3,test,distraction,0.07308970099667775,0.39285714285714285,0.12324929971988796,112,G3__qualification_r1_w60_b1024__tcn__r1__w60__fold_3__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
lstm,temporal_r1,4,validation,alert,0.8986547085201794,0.9901185770750988,0.9421720733427362,1012,G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_4__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
lstm,temporal_r1,4,validation,fatigue,0.0,0.0,0.0,17,G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_4__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
lstm,temporal_r1,4,validation,distraction,0.0,0.0,0.0,96,G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_4__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
lstm,temporal_r1,4,test,alert,0.8734995383194829,0.9885057471264368,0.9274509803921569,957,G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_4__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
lstm,temporal_r1,4,test,fatigue,,,,0,G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_4__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
lstm,temporal_r1,4,test,distraction,0.08333333333333333,0.007246376811594203,0.013333333333333334,138,G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_4__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
tcn,temporal_r1,4,validation,alert,0.8995555555555556,1.0,0.9471221338324755,1012,G3__qualification_r1_w60_b1024__tcn__r1__w60__fold_4__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
tcn,temporal_r1,4,validation,fatigue,0.0,0.0,0.0,17,G3__qualification_r1_w60_b1024__tcn__r1__w60__fold_4__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
tcn,temporal_r1,4,validation,distraction,0.0,0.0,0.0,96,G3__qualification_r1_w60_b1024__tcn__r1__w60__fold_4__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
tcn,temporal_r1,4,test,alert,0.873972602739726,1.0,0.9327485380116959,957,G3__qualification_r1_w60_b1024__tcn__r1__w60__fold_4__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
tcn,temporal_r1,4,test,fatigue,,,,0,G3__qualification_r1_w60_b1024__tcn__r1__w60__fold_4__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
tcn,temporal_r1,4,test,distraction,0.0,0.0,0.0,138,G3__qualification_r1_w60_b1024__tcn__r1__w60__fold_4__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
